LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI
4.576,-74.121,42,118,2.8095238095238093,RAFAEL URIBE URIBE,QUIROGA SUR,AVENIDA CARACAS,ATROPELLO,CON HERIDOS,62.0,14.0,14.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,34,2,226,605.0,438.0,167.0,0.9201984821949796,0.9642440163455925,0.8380326911850554,1.0,0.9427904261529481,93.3053123175715,51,Prioridad 2 - Auditoría de seguridad vial
4.63,-74.193,42,102,2.4285714285714284,BOSA,LA LIBERTAD,AVENIDA TINTAL,CHOQUE,CON HERIDOS,18.0,16.0,34.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,22,4,226,787.0,438.0,349.0,0.9201984821949796,0.9531523642732049,0.7985113835376533,1.0,0.9885872737886748,93.20899007589026,52,Prioridad 2 - Auditoría de seguridad vial
4.595,-74.138,72,152,2.111111111111111,TUNJUELITO,VENECIA,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,SOLO DANOS,26.0,40.0,58.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,24,8,360,366.0,155.0,211.0,0.9656158785755984,0.9785172212492703,0.7155283129013427,1.0,0.998861646234676,93.17046117921774,53,Prioridad 2 - Auditoría de seguridad vial
4.619,-74.068,94,190,2.021276595744681,SANTA FE,SAN MARTIN,AVENIDA ALBERTO LLERAS CAMARGO,CHOQUE,SOLO DANOS,52.0,18.0,72.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,50,40,4,350,236.0,161.0,75.0,0.9788674839462931,0.9861938120256859,0.703677758318739,1.0,0.9885872737886748,93.14652656158786,54,Prioridad 2 - Auditoría de seguridad vial
4.605,-74.082,36,92,2.5555555555555554,LOS MARTIRES,VOTO NACIONAL,AVENIDA COLON,ATROPELLO,CON HERIDOS,10.0,26.0,30.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,20,4,212,949.0,498.0,451.0,0.9043490951546994,0.9438412142440163,0.8185639229422067,1.0,0.9885872737886748,93.10683012259196,55,Prioridad 2 - Auditoría de seguridad vial
4.582,-74.143,40,96,2.4,TUNJUELITO,MUZU,AVENIDA BOYACA,CHOQUE,SOLO DANOS,14.0,28.0,24.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,16,6,248,878.0,343.0,535.0,0.9147110332749562,0.9477816695855225,0.7953298307063631,1.0,0.9967308814944542,93.0910683012259,56,Prioridad 2 - Auditoría de seguridad vial
4.624,-74.084,38,94,2.473684210526316,PUENTE ARANDA,LA FLORIDA OCCIDENTAL,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,14.0,24.0,32.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,16,6,246,914.0,353.0,561.0,0.9096614127262114,0.9457092819614711,0.8023058960887333,1.0,0.9967308814944542,93.08814944541741,57,Prioridad 2 - Auditoría de seguridad vial
4.623,-74.15,52,128,2.4615384615384617,KENNEDY,CIUDAD KENNEDY ORIENTAL,AVENIDA POPORO QUIMBAYA,CHOQUE,CON HERIDOS,30.0,44.0,24.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,34,2,236,531.0,390.0,141.0,0.9408347927612376,0.9685055458260362,0.8019848219497957,1.0,0.9427904261529481,93.08231173380035,58,Prioridad 2 - Auditoría de seguridad vial
4.609,-74.118,58,130,2.2413793103448274,PUENTE ARANDA,LA CAMELIA,AVENIDA BATALLON CALDAS,CHOQUE,CON HERIDOS,26.0,24.0,32.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,28,4,266,521.0,309.0,212.0,0.9500291885580853,0.9693812025685931,0.7459136018680678,1.0,0.9885872737886748,93.07822533566842,59,Prioridad 2 - Auditoría de seguridad vial
4.575,-74.154,54,130,2.4074074074074074,CIUDAD BOLIVAR,VERONA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,20.0,24.0,42.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,34,2,238,521.0,380.0,141.0,0.9440163455925278,0.9693812025685931,0.7961762988908347,1.0,0.9427904261529481,93.04728546409807,60,Prioridad 2 - Auditoría de seguridad vial
4.603,-74.093,68,144,2.1176470588235294,LOS MARTIRES,LA PEPITA,SIN_NMG,CHOQUE,SOLO DANOS,44.0,28.0,40.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,26,6,316,414.0,206.0,208.0,0.961646234676007,0.9754816112084063,0.7176298890834792,1.0,0.9967308814944542,93.02977232924692,61,Prioridad 2 - Auditoría de seguridad vial
4.618,-74.15,76,156,2.0526315789473686,KENNEDY,CIUDAD KENNEDY ORIENTAL,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,60.0,32.0,38.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,42,28,6,332,351.0,184.0,167.0,0.9689433741973147,0.9794804436660829,0.7052539404553415,1.0,0.9967308814944542,93.00817279626386,62,Prioridad 2 - Auditoría de seguridad vial
4.574,-74.154,80,180,2.25,CIUDAD BOLIVAR,ARBORIZADORA BAJA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,48.0,34.0,34.0,64.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,46,2,312,263.0,212.0,51.0,0.9714535901926444,0.9845300642148278,0.7480735551663747,1.0,0.9427904261529481,92.9369527145359,63,Prioridad 2 - Auditoría de seguridad vial
4.631,-74.19,40,96,2.4,BOSA,LA CABANA,AVENIDA TINTAL,CHOQUE,CON HERIDOS,32.0,14.0,8.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,20,4,216,878.0,482.0,396.0,0.9147110332749562,0.9477816695855225,0.7953298307063631,1.0,0.9885872737886748,92.92819614711034,64,Prioridad 2 - Auditoría de seguridad vial
4.572,-74.098,74,154,2.081081081081081,RAFAEL URIBE URIBE,SOSIEGO SUR,AVENIDA FERNANDO MAZUERA,CHOQUE,SOLO DANOS,42.0,36.0,34.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,38,32,4,298,355.0,238.0,117.0,0.9675423234092236,0.9790426152948044,0.7104786923525978,1.0,0.9885872737886748,92.91301809690601,65,Prioridad 2 - Auditoría de seguridad vial
4.678,-74.154,64,136,2.125,FONTIBON,EL CARMEN FONTIBON,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,22.0,34.0,36.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,34,24,6,304,472.0,231.0,241.0,0.9575014594279042,0.9720081727962638,0.7181552831290134,1.0,0.9967308814944542,92.88791593695272,66,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.141,76,156,2.0526315789473686,KENNEDY,PROVIVIENDA OCCIDENTAL,AVENIDA BOYACA,CHOQUE,SOLO DANOS,52.0,32.0,36.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,32,4,300,351.0,234.0,117.0,0.9689433741973147,0.9794804436660829,0.7052539404553415,1.0,0.9885872737886748,92.84530064214827,67,Prioridad 2 - Auditoría de seguridad vial
4.624,-74.179,120,256,2.1333333333333333,BOSA,CHICALA,SIN_NMG,CHOQUE,CON HERIDOS,46.0,46.0,84.0,80.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,54,64,2,424,122.0,102.0,20.0,0.9868067717454758,0.9928488032691185,0.7190893169877408,1.0,0.9427904261529481,92.83070636310565,68,Prioridad 2 - Auditoría de seguridad vial
4.625,-74.169,38,102,2.6842105263157894,KENNEDY,CHUCUA DE LA VACA I,SIN_NMG,CHOQUE,CON HERIDOS,22.0,16.0,38.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,28,2,198,787.0,559.0,228.0,0.9096614127262114,0.9531523642732049,0.832661996497373,1.0,0.9427904261529481,92.76532399299475,69,Prioridad 2 - Auditoría de seguridad vial
4.607,-74.074,184,368,2.0,SANTA FE,VERACRUZ,AVENIDA CIUDAD DE LIMA,CHOQUE,SOLO DANOS,110.0,106.0,60.0,92.0,4,Hotspot severo,Prioridad 1 - Revisión urgente por severidad,98,80,6,648,45.0,29.0,16.0,0.9949211908931699,0.9973730297723292,0.648598949211909,1.0,0.9967308814944542,92.75248102743724,70,Prioridad 2 - Auditoría de seguridad vial
4.616,-74.112,50,118,2.36,PUENTE ARANDA,SAN FRANCISCO,AVENIDA FERROCARRIL DEL SUR,CHOQUE,CON HERIDOS,20.0,34.0,40.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,30,2,218,605.0,472.0,133.0,0.9377116170461179,0.9642440163455925,0.7926736719206071,1.0,0.9427904261529481,92.74839462930531,71,Prioridad 2 - Auditoría de seguridad vial
4.742,-74.1,50,118,2.36,SUBA,PUERTA DEL SOL,SIN_NMG,CHOQUE,CON HERIDOS,8.0,42.0,44.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,30,2,218,605.0,472.0,133.0,0.9377116170461179,0.9642440163455925,0.7926736719206071,1.0,0.9427904261529481,92.74839462930531,72,Prioridad 2 - Auditoría de seguridad vial
4.609,-74.076,152,312,2.0526315789473686,SANTA FE,LA ALAMEDA,AVENIDA CARACAS,CHOQUE,CON HERIDOS,48.0,96.0,106.0,62.0,4,Hotspot severo,Prioridad 1 - Revisión urgente por severidad,74,76,2,504,67.0,68.0,-1.0,0.9919147694103911,0.9960887332165791,0.7052539404553415,1.0,0.9427904261529481,92.72095738470519,73,Prioridad 2 - Auditoría de seguridad vial
4.573,-74.153,36,100,2.7777777777777777,CIUDAD BOLIVAR,ARBORIZADORA BAJA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,38.0,20.0,18.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,28,2,196,821.0,572.0,249.0,0.9043490951546994,0.9512842965557502,0.8372446001167543,1.0,0.9427904261529481,92.71336835960304,74,Prioridad 2 - Auditoría de seguridad vial
4.631,-74.204,36,100,2.7777777777777777,BOSA,SAN BERNARDINO XIX,SIN_NMG,CHOQUE,CON HERIDOS,18.0,8.0,30.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,28,2,196,821.0,572.0,249.0,0.9043490951546994,0.9512842965557502,0.8372446001167543,1.0,0.9427904261529481,92.71336835960304,75,Prioridad 2 - Auditoría de seguridad vial
4.656,-74.067,72,160,2.2222222222222223,BARRIOS UNIDOS,RAFAEL URIBE,SIN_NMG,CHOQUE,CON HERIDOS,46.0,50.0,36.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,40,2,280,341.0,271.0,70.0,0.9656158785755984,0.9800642148277875,0.744687682428488,1.0,0.9427904261529481,92.66316403969643,76,Prioridad 2 - Auditoría de seguridad vial
4.637,-74.16,104,220,2.1153846153846154,KENNEDY,MARIA PAZ,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,64.0,32.0,60.0,64.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,54,2,368,170.0,149.0,21.0,0.982282545242265,0.9900175131348511,0.7175131348511383,1.0,0.9427904261529481,92.65207238762405,77,Prioridad 2 - Auditoría de seguridad vial
4.582,-74.09,64,148,2.3125,SAN CRISTOBAL,NARINO SUR,AVENIDA FERNANDO MAZUERA,CHOQUE,CON HERIDOS,20.0,10.0,42.0,76.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,38,2,264,386.0,312.0,74.0,0.9575014594279042,0.9772621132516054,0.7532983070636311,1.0,0.9427904261529481,92.61704611792177,78,Prioridad 2 - Auditoría de seguridad vial
4.601,-74.144,68,140,2.0588235294117645,KENNEDY,LAS DELICIAS,AVENIDA BOYACA,CHOQUE,SOLO DANOS,60.0,52.0,14.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,28,4,276,444.0,287.0,157.0,0.961646234676007,0.9738178633975482,0.7061587857559837,1.0,0.9885872737886748,92.60420315236428,79,Prioridad 2 - Auditoría de seguridad vial
4.608,-74.185,44,108,2.4545454545454546,BOSA,JIMENEZ DE QUESADA II SECTOR,SIN_NMG,CHOQUE,CON HERIDOS,30.0,32.0,14.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,28,2,204,708.0,531.0,177.0,0.9251313485113836,0.9580852305896089,0.801517805020432,1.0,0.9427904261529481,92.55049620548746,80,Prioridad 2 - Auditoría de seguridad vial
4.57,-74.148,46,110,2.391304347826087,CIUDAD BOLIVAR,EL CHIRCAL SUR,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,38.0,20.0,22.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,28,2,206,680.0,523.0,157.0,0.9296555750145943,0.9595738470519556,0.7944541739638062,1.0,0.9427904261529481,92.52948044366607,81,Prioridad 2 - Auditoría de seguridad vial
4.742,-74.09,82,178,2.1707317073170733,SUBA,LAS FLORES,AVENIDA TRANSVERSAL DE SUBA,CHOQUE,CON HERIDOS,40.0,70.0,48.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,44,2,306,270.0,227.0,43.0,0.9723000583771162,0.9841214244016345,0.7268534734384121,1.0,0.9427904261529481,92.52130764740222,82,Prioridad 2 - Auditoría de seguridad vial
4.561,-74.124,28,80,2.857142857142857,TUNJUELITO,TUNJUELITO,AVENIDA CARACAS,ATROPELLO,CON HERIDOS,36.0,22.0,8.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,18,4,196,1176.0,572.0,604.0,0.8681260945709282,0.9298015178050204,0.8387040280210157,1.0,0.9885872737886748,92.50437828371278,83,Prioridad 2 - Auditoría de seguridad vial
4.615,-74.136,98,206,2.1020408163265305,KENNEDY,PROVIVIENDA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,36.0,40.0,82.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,50,2,346,197.0,165.0,32.0,0.9802101576182136,0.9884413309982487,0.713543490951547,1.0,0.9427904261529481,92.49970811441915,84,Prioridad 2 - Auditoría de seguridad vial
4.567,-74.127,116,236,2.0344827586206895,TUNJUELITO,SANTA LUCIA,AVENIDA CARACAS,CHOQUE,SOLO DANOS,66.0,36.0,42.0,92.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,58,56,2,388,144.0,132.0,12.0,0.9857851722124927,0.9915061295971979,0.7039112667834209,1.0,0.9427904261529481,92.47985989492118,85,Prioridad 2 - Auditoría de seguridad vial
4.584,-74.105,78,170,2.1794871794871793,ANTONIO NARIÑO,RESTREPO,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,76.0,52.0,12.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,34,42,2,294,299.0,246.0,53.0,0.97025685931115,0.9824284880326912,0.7276707530647986,1.0,0.9427904261529481,92.46293053123175,86,Prioridad 2 - Auditoría de seguridad vial
4.574,-74.1,38,98,2.5789473684210527,RAFAEL URIBE URIBE,SAN JOSE SUR,SIN_NMG,CHOQUE,CON HERIDOS,26.0,26.0,12.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,26,2,190,851.0,608.0,243.0,0.9096614127262114,0.949620548744892,0.8196438995913602,1.0,0.9427904261529481,92.43432574430824,87,Prioridad 2 - Auditoría de seguridad vial
4.632,-74.166,70,154,2.2,KENNEDY,CHUCUA DE LA VACA III,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,48.0,38.0,28.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,38,2,270,355.0,303.0,52.0,0.963543490951547,0.9790426152948044,0.7361646234676007,1.0,0.9427904261529481,92.43082311733801,88,Prioridad 2 - Auditoría de seguridad vial
4.597,-74.085,136,272,2.0,LOS MARTIRES,LA ESTANZUELA,AVENIDA DE LOS COMUNEROS,CHOQUE,SOLO DANOS,88.0,80.0,60.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,72,60,4,472,106.0,83.0,23.0,0.989492119089317,0.9938120256859311,0.648598949211909,1.0,0.9885872737886748,92.40980735551665,89,Prioridad 2 - Auditoría de seguridad vial
4.572,-74.151,86,182,2.116279069767442,CIUDAD BOLIVAR,ARBORIZADORA BAJA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,52.0,56.0,32.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,44,2,310,255.0,217.0,38.0,0.9745475773496789,0.9849678925861063,0.7175715119673088,1.0,0.9427904261529481,92.39754816112085,90,Prioridad 2 - Auditoría de seguridad vial
4.604,-74.08,106,214,2.018867924528302,SANTA FE,VOTO NACIONAL,AVENIDA CARACAS,CHOQUE,SOLO DANOS,58.0,58.0,48.0,50.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,54,50,2,354,183.0,159.0,24.0,0.9826911850554583,0.9893169877408056,0.7035026269702277,1.0,0.9427904261529481,92.36602451838878,91,Prioridad 2 - Auditoría de seguridad vial
4.585,-74.136,60,136,2.2666666666666666,TUNJUELITO,SAMORE,AVENIDA JORGE GAITAN CORTES,CHOQUE,CON HERIDOS,30.0,30.0,28.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,34,2,244,472.0,364.0,108.0,0.953035610040864,0.9720081727962638,0.7504378283712785,1.0,0.9427904261529481,92.36544074722708,92,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.136,98,202,2.061224489795918,KENNEDY,PROVIVIENDA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,36.0,54.0,52.0,60.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,48,2,338,204.0,177.0,27.0,0.9802101576182136,0.988091068301226,0.706830122591944,1.0,0.9427904261529481,92.35843549328663,93,Prioridad 2 - Auditoría de seguridad vial
4.599,-74.116,30,78,2.6,PUENTE ARANDA,AUTOPISTA MUZU ORIENTAL,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,8.0,8.0,42.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,16,4,190,1232.0,608.0,624.0,0.8785172212492703,0.9265032107413894,0.8236135434909515,1.0,0.9885872737886748,92.34442498540571,94,Prioridad 2 - Auditoría de seguridad vial
4.632,-74.186,24,72,3.0,BOSA,EL CORZO,AVENIDA TINTAL,CHOQUE,CON HERIDOS,16.0,18.0,20.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,2,20,2,152,1395.0,900.0,495.0,0.8427904261529481,0.9171920607122008,0.9134851138353766,1.0,0.9427904261529481,92.32516053706948,95,Prioridad 2 - Auditoría de seguridad vial
4.608,-74.085,62,138,2.225806451612903,LOS MARTIRES,EL LISTON,AVENIDA COLON,CHOQUE,CON HERIDOS,6.0,20.0,62.0,50.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,34,2,246,456.0,353.0,103.0,0.9554874489200234,0.9730005837711617,0.7448628137769994,1.0,0.9427904261529481,92.32282545242265,96,Prioridad 2 - Auditoría de seguridad vial
4.598,-74.084,62,138,2.225806451612903,SANTA FE,LA ESTANZUELA,AVENIDA CARACAS,CHOQUE,CON HERIDOS,32.0,46.0,20.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,34,2,246,456.0,353.0,103.0,0.9554874489200234,0.9730005837711617,0.7448628137769994,1.0,0.9427904261529481,92.32282545242265,97,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.168,44,104,2.3636363636363638,KENNEDY,PASTRANA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,24.0,26.0,44.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,26,2,196,754.0,572.0,182.0,0.9251313485113836,0.9551079976649154,0.792790426152948,1.0,0.9427904261529481,92.31640396964391,98,Prioridad 2 - Auditoría de seguridad vial
4.634,-74.164,44,104,2.3636363636363638,KENNEDY,PATIO BONITO II,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,46.0,14.0,32.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,26,2,196,754.0,572.0,182.0,0.9251313485113836,0.9551079976649154,0.792790426152948,1.0,0.9427904261529481,92.31640396964391,99,Prioridad 2 - Auditoría de seguridad vial
4.532,-74.121,94,194,2.0638297872340425,USME,EL MOCHUELO ORIENTAL,AVENIDA CARACAS,CHOQUE,CON HERIDOS,22.0,56.0,26.0,90.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,46,2,326,220.0,196.0,24.0,0.9788674839462931,0.9870986573263281,0.7070052539404553,1.0,0.9427904261529481,92.3152364273205,100,Prioridad 2 - Auditoría de seguridad vial
4.569,-74.134,52,112,2.1538461538461537,TUNJUELITO,PARQUE EL TUNAL,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,SOLO DANOS,22.0,16.0,22.0,52.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,22,4,236,659.0,390.0,269.0,0.9408347927612376,0.961004086398132,0.7249854057209574,1.0,0.9885872737886748,92.30823117338002,101,Prioridad 2 - Auditoría de seguridad vial
4.742,-74.098,96,196,2.0416666666666665,SUBA,COSTA AZUL,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,50.0,48.0,24.0,74.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,46,2,328,213.0,192.0,21.0,0.9795096322241681,0.9874489200233508,0.704553415061296,1.0,0.9427904261529481,92.28604786923526,102,Prioridad 2 - Auditoría de seguridad vial
4.733,-74.1,28,76,2.7142857142857144,SUBA,LAGO DE SUBA,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,22.0,8.0,28.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,16,4,188,1289.0,622.0,667.0,0.8681260945709282,0.923292469352014,0.8341214244016346,1.0,0.9885872737886748,92.28254524226503,103,Prioridad 2 - Auditoría de seguridad vial
4.645,-74.069,84,176,2.0952380952380953,TEUSAQUILLO,BANCO CENTRAL,SIN_NMG,CHOQUE,CON HERIDOS,52.0,58.0,22.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,42,2,300,277.0,234.0,43.0,0.9733508464681845,0.9837127845884414,0.7131932282545242,1.0,0.9427904261529481,92.26094570928197,104,Prioridad 2 - Auditoría de seguridad vial
4.7,-74.097,84,176,2.0952380952380953,ENGATIVA,LA GRANJA,AVENIDA MEDELLIN,CHOQUE,CON HERIDOS,40.0,34.0,36.0,66.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,42,2,300,277.0,234.0,43.0,0.9733508464681845,0.9837127845884414,0.7131932282545242,1.0,0.9427904261529481,92.26094570928197,105,Prioridad 2 - Auditoría de seguridad vial
4.616,-74.188,26,74,2.8461538461538463,BOSA,LA PAZ BOSA,SIN_NMG,CHOQUE,CON HERIDOS,26.0,12.0,22.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,12,6,218,1342.0,472.0,870.0,0.8567717454757735,0.9202276707530648,0.8385872737886748,1.0,0.9967308814944542,92.24635143023934,106,Prioridad 2 - Auditoría de seguridad vial
4.618,-74.126,96,192,2.0,PUENTE ARANDA,PROVIVIENDA NORTE,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,SOLO DANOS,60.0,48.0,34.0,50.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,54,36,6,384,225.0,137.0,88.0,0.9795096322241681,0.9866316403969644,0.648598949211909,1.0,0.9967308814944542,92.22942206654992,107,Prioridad 2 - Auditoría de seguridad vial
4.752,-74.093,48,112,2.3333333333333335,SUBA,PINOS DE LOMBARDIA,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,16.0,18.0,28.0,50.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,28,2,208,659.0,513.0,146.0,0.9338879159369528,0.961004086398132,0.7728838295388207,1.0,0.9427904261529481,92.21132516053707,108,Prioridad 2 - Auditoría de seguridad vial
4.628,-74.15,58,130,2.2413793103448274,KENNEDY,CIUDAD KENNEDY NORTE,SIN_NMG,CHOQUE,CON HERIDOS,32.0,28.0,44.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,32,2,234,521.0,400.0,121.0,0.9500291885580853,0.9693812025685931,0.7459136018680678,1.0,0.9427904261529481,92.16228838295389,109,Prioridad 2 - Auditoría de seguridad vial
4.626,-74.169,32,88,2.75,KENNEDY,CHUCUA DE LA VACA I,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,12.0,20.0,22.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,24,2,176,1013.0,713.0,300.0,0.8881786339754816,0.9398423817863397,0.8360478692352598,1.0,0.9427904261529481,92.13718622300058,110,Prioridad 2 - Auditoría de seguridad vial
4.627,-74.173,70,150,2.142857142857143,KENNEDY,LAS MARGARITAS,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,32.0,24.0,38.0,56.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,36,2,262,373.0,316.0,57.0,0.963543490951547,0.9779334500875657,0.7220957384705196,1.0,0.9427904261529481,92.12726211325159,111,Prioridad 2 - Auditoría de seguridad vial
4.607,-74.2,18,58,3.2222222222222223,BOSA,EL RETAZO,SIN_NMG,ATROPELLO,CON HERIDOS,6.0,12.0,34.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,0,16,2,130,1868.0,1172.0,696.0,0.7842381786339755,0.8892294220665499,0.9882078225335669,1.0,0.9427904261529481,92.0893169877408,112,Prioridad 2 - Auditoría de seguridad vial
