LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI,rank_criticidad_total,rank_volumen,rank_muertes,familia_analitica
4.622,-74.078,60,112,1.8666666666666667,TEUSAQUILLO,FLORIDA,AVENIDA JORGE ELIECER GAITAN,CHOQUE,SOLO DANOS,24.0,18.0,54.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,38,18,4,228,659.0,429.0,230.0,0.953035610040864,0.961004086398132,0.5731757151196731,1.0,0.9885872737886748,89.51605370694689,314,Prioridad 3 - Monitoreo y gestión preventiva,666,788,192,Hotspot preventivo prioritario
4.607,-74.094,44,84,1.9090909090909092,LOS MARTIRES,RICAURTE,AVENIDA GENERAL SANTANDER,CHOQUE,SOLO DANOS,20.0,20.0,36.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,16,2,156,1094.0,864.0,230.0,0.9251313485113836,0.9348511383537653,0.5838879159369527,1.0,0.9427904261529481,87.733216579101,533,Seguimiento,1100,1258,624,Seguimiento
4.629,-74.138,42,90,2.142857142857143,KENNEDY,HIPOTECHO,AVENIDA BOYACA,CHOQUE,CON HERIDOS,32.0,38.0,16.0,4.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,20,2,170,979.0,750.0,229.0,0.9201984821949796,0.9419439579684764,0.7220957384705196,1.0,0.9427904261529481,90.54057209573847,225,Prioridad 3 - Monitoreo y gestión preventiva,981,1333,412,Hotspot preventivo prioritario
4.724,-74.048,42,90,2.142857142857143,USAQUEN,LOS CEDROS,SIN_NMG,CHOQUE,CON HERIDOS,24.0,20.0,14.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,20,2,170,979.0,750.0,229.0,0.9201984821949796,0.9419439579684764,0.7220957384705196,1.0,0.9427904261529481,90.54057209573847,223,Prioridad 3 - Monitoreo y gestión preventiva,979,1331,410,Hotspot preventivo prioritario
4.607,-74.126,42,90,2.142857142857143,PUENTE ARANDA,SAN EUSEBIO,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,34.0,14.0,2.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,20,2,170,979.0,750.0,229.0,0.9201984821949796,0.9419439579684764,0.7220957384705196,1.0,0.9427904261529481,90.54057209573847,224,Prioridad 3 - Monitoreo y gestión preventiva,980,1332,411,Hotspot preventivo prioritario
4.625,-74.169,38,102,2.6842105263157894,KENNEDY,CHUCUA DE LA VACA I,SIN_NMG,CHOQUE,CON HERIDOS,22.0,16.0,38.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,28,2,198,787.0,559.0,228.0,0.9096614127262114,0.9531523642732049,0.832661996497373,1.0,0.9427904261529481,92.76532399299475,69,Prioridad 2 - Auditoría de seguridad vial,788,1513,320,Hotspot preventivo prioritario
4.609,-74.072,58,142,2.4482758620689653,SANTA FE,LAS NIEVES,AVENIDA FERNANDO MAZUERA,CHOQUE,CON HERIDOS,36.0,32.0,30.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,30,6,322,429.0,202.0,227.0,0.9500291885580853,0.9746059544658494,0.801021599532983,1.0,0.9967308814944542,94.44775248102744,12,Prioridad 1 - Intervención prioritaria,429,831,32,Hotspot de severidad/fatalidad
4.693,-74.067,44,80,1.8181818181818181,SUBA,PUENTE LARGO,AVENIDA ALFREDO D BATEMAN,CHOQUE,SOLO DANOS,32.0,6.0,12.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,14,2,148,1176.0,951.0,225.0,0.9251313485113836,0.9298015178050204,0.5578225335668417,1.0,0.9427904261529481,87.11091652072386,600,Seguimiento,1187,1259,671,Seguimiento
4.63,-74.131,44,80,1.8181818181818181,KENNEDY,MARSELLA,SIN_NMG,CHOQUE,SOLO DANOS,10.0,18.0,34.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,14,2,148,1176.0,951.0,225.0,0.9251313485113836,0.9298015178050204,0.5578225335668417,1.0,0.9427904261529481,87.11091652072386,601,Seguimiento,1188,1260,672,Seguimiento
4.718,-74.052,46,74,1.608695652173913,USAQUEN,LA CALLEJA,AVENIDA PASEO DE LOS LIBERTADORES,CHOQUE,SOLO DANOS,26.0,22.0,6.0,20.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,34,10,2,134,1342.0,1117.0,225.0,0.9296555750145943,0.9202276707530648,0.44795680093403384,1.0,0.9427904261529481,84.81260945709282,864,Seguimiento,1361,1186,888,Seguimiento
4.665,-74.075,46,74,1.608695652173913,BARRIOS UNIDOS,LA MERCED NORTE,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,28.0,10.0,18.0,18.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,34,10,2,134,1342.0,1117.0,225.0,0.9296555750145943,0.9202276707530648,0.44795680093403384,1.0,0.9427904261529481,84.81260945709282,865,Seguimiento,1362,1187,889,Seguimiento
4.511,-74.115,42,94,2.238095238095238,USME,LA ANDREA,SIN_NMG,CHOQUE,CON HERIDOS,18.0,26.0,30.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,22,2,178,914.0,690.0,224.0,0.9201984821949796,0.9457092819614711,0.7457092819614711,1.0,0.9427904261529481,91.0881494454174,173,Prioridad 2 - Auditoría de seguridad vial,918,1330,390,Hotspot preventivo prioritario
4.701,-74.103,64,124,1.9375,ENGATIVA,PARIS,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,40.0,14.0,48.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,38,22,4,248,565.0,343.0,222.0,0.9575014594279042,0.9668126094570928,0.5894045534150613,1.0,0.9885872737886748,90.04611792177467,265,Prioridad 3 - Monitoreo y gestión preventiva,567,715,174,Hotspot preventivo prioritario
4.666,-74.141,44,88,2.0,FONTIBON,VILLEMAR,SIN_NMG,CHOQUE,SOLO DANOS,20.0,20.0,34.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,18,2,164,1013.0,794.0,219.0,0.9251313485113836,0.9398423817863397,0.648598949211909,1.0,0.9427904261529481,89.12726211325162,356,Prioridad 3 - Monitoreo y gestión preventiva,1018,1255,496,Hotspot preventivo prioritario
4.498,-74.107,44,88,2.0,USME,EL PROGRESO USME,AUTOPISTA AL LLANO,CHOQUE,SOLO DANOS,22.0,24.0,16.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,18,2,164,1013.0,794.0,219.0,0.9251313485113836,0.9398423817863397,0.648598949211909,1.0,0.9427904261529481,89.12726211325162,357,Prioridad 3 - Monitoreo y gestión preventiva,1019,1256,497,Hotspot preventivo prioritario
4.623,-74.19,46,82,1.7826086956521738,BOSA,BOSA NOVA EL PORVENIR,SIN_NMG,CHOQUE,SOLO DANOS,16.0,14.0,14.0,38.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,14,2,150,1141.0,927.0,214.0,0.9296555750145943,0.9324576765907764,0.5350262697022767,1.0,0.9427904261529481,86.79859894921191,624,Seguimiento,1142,1185,687,Seguimiento
4.616,-74.082,46,82,1.7826086956521738,LOS MARTIRES,SANTA FE,SIN_NMG,CHOQUE,SOLO DANOS,18.0,18.0,18.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,14,2,150,1141.0,927.0,214.0,0.9296555750145943,0.9324576765907764,0.5350262697022767,1.0,0.9427904261529481,86.79859894921191,623,Seguimiento,1141,1184,686,Seguimiento
4.645,-74.079,64,116,1.8125,TEUSAQUILLO,NICOLAS DE FEDERMAN,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,20.0,50.0,42.0,4.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,42,18,4,232,624.0,411.0,213.0,0.9575014594279042,0.9630472854640981,0.5571803852889667,1.0,0.9885872737886748,89.3263280793929,324,Prioridad 3 - Monitoreo y gestión preventiva,627,716,195,Hotspot preventivo prioritario
4.609,-74.118,58,130,2.2413793103448274,PUENTE ARANDA,LA CAMELIA,AVENIDA BATALLON CALDAS,CHOQUE,CON HERIDOS,26.0,24.0,32.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,28,4,266,521.0,309.0,212.0,0.9500291885580853,0.9693812025685931,0.7459136018680678,1.0,0.9885872737886748,93.07822533566842,59,Prioridad 2 - Auditoría de seguridad vial,521,834,113,Hotspot de severidad/fatalidad
4.586,-74.131,54,134,2.4814814814814814,TUNJUELITO,SAMORE,AVENIDA JORGE GAITAN CORTES,CHOQUE,CON HERIDOS,26.0,54.0,24.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,32,4,278,491.0,279.0,212.0,0.9440163455925278,0.9710741389375365,0.8024226503210742,1.0,0.9885872737886748,94.12200817279628,20,Prioridad 1 - Intervención prioritaria,491,930,95,Hotspot de severidad/fatalidad
4.595,-74.138,72,152,2.111111111111111,TUNJUELITO,VENECIA,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,SOLO DANOS,26.0,40.0,58.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,24,8,360,366.0,155.0,211.0,0.9656158785755984,0.9785172212492703,0.7155283129013427,1.0,0.998861646234676,93.17046117921774,53,Prioridad 2 - Auditoría de seguridad vial,367,573,16,Hotspot de severidad/fatalidad
4.603,-74.093,68,144,2.1176470588235294,LOS MARTIRES,LA PEPITA,SIN_NMG,CHOQUE,SOLO DANOS,44.0,28.0,40.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,26,6,316,414.0,206.0,208.0,0.961646234676007,0.9754816112084063,0.7176298890834792,1.0,0.9967308814944542,93.02977232924692,61,Prioridad 2 - Auditoría de seguridad vial,415,644,41,Hotspot de severidad/fatalidad
4.509,-74.107,46,86,1.8695652173913044,USME,LA CABANA,SIN_NMG,CHOQUE,SOLO DANOS,18.0,32.0,28.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,16,2,158,1051.0,843.0,208.0,0.9296555750145943,0.9374781085814361,0.5734384121424402,1.0,0.9427904261529481,87.66725043782839,546,Seguimiento,1059,1183,630,Seguimiento
4.554,-74.14,46,86,1.8695652173913044,CIUDAD BOLIVAR,GIBRALTAR SUR,SIN_NMG,CHOQUE,SOLO DANOS,14.0,14.0,24.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,16,2,158,1051.0,843.0,208.0,0.9296555750145943,0.9374781085814361,0.5734384121424402,1.0,0.9427904261529481,87.66725043782839,545,Seguimiento,1058,1182,629,Seguimiento
4.594,-74.097,64,112,1.75,LOS MARTIRES,LA FRAGUITA,AVENIDA DE LA HORTUA,CHOQUE,SOLO DANOS,52.0,22.0,2.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,44,16,4,224,659.0,452.0,207.0,0.9575014594279042,0.961004086398132,0.5268534734384122,1.0,0.9885872737886748,88.67892586106245,409,Prioridad 3 - Monitoreo y gestión preventiva,667,717,206,Hotspot preventivo prioritario
4.67,-74.06,66,114,1.7272727272727273,CHAPINERO,ANTIGUO COUNTRY,AVENIDA PASEO DE LOS LIBERTADORES,CHOQUE,SOLO DANOS,8.0,38.0,30.0,38.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,16,4,226,645.0,438.0,207.0,0.9596614127262113,0.962025685931115,0.5196438995913601,1.0,0.9885872737886748,88.59836544074723,417,Prioridad 3 - Monitoreo y gestión preventiva,647,678,208,Hotspot preventivo prioritario
4.726,-74.059,48,72,1.5,SUBA,PRADO PINZON,AVENIDA CAMINO DEL PRADO,CHOQUE,SOLO DANOS,40.0,10.0,14.0,8.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,38,8,2,128,1395.0,1191.0,204.0,0.9338879159369528,0.9171920607122008,0.40379451255107995,1.0,0.9427904261529481,83.95329830706363,912,Seguimiento,1407,1120,932,Seguimiento
4.665,-74.046,48,72,1.5,CHAPINERO,EL REFUGIO,,CHOQUE,SOLO DANOS,8.0,32.0,12.0,20.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,38,8,2,128,1395.0,1191.0,204.0,0.9338879159369528,0.9171920607122008,0.40379451255107995,1.0,0.9427904261529481,83.95329830706363,911,Seguimiento,1406,1119,931,Seguimiento
4.595,-74.117,56,132,2.357142857142857,PUENTE ARANDA,AUTOPISTA MUZU ORIENTAL,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,60.0,20.0,22.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,30,4,272,503.0,300.0,203.0,0.9471395213076474,0.9702276707530648,0.7925861062463514,1.0,0.9885872737886748,93.97081144191478,28,Prioridad 1 - Intervención prioritaria,504,885,100,Hotspot de severidad/fatalidad
4.603,-74.097,44,96,2.1818181818181817,LOS MARTIRES,VERAGUAS,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,10.0,34.0,28.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,195,Prioridad 2 - Auditoría de seguridad vial,883,1251,400,Hotspot preventivo prioritario
4.589,-74.111,44,96,2.1818181818181817,ANTONIO NARIÑO,SANTANDER SUR,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,12.0,48.0,8.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,196,Prioridad 2 - Auditoría de seguridad vial,884,1252,401,Hotspot preventivo prioritario
4.55,-74.137,44,96,2.1818181818181817,CIUDAD BOLIVAR,LA ALAMEDA,AUTOPISTA AL LLANO O AVENIDA BOYACA,CHOQUE,CON HERIDOS,26.0,36.0,22.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,22,2,180,878.0,675.0,203.0,0.9251313485113836,0.9477816695855225,0.72784588441331,1.0,0.9427904261529481,90.87098657326328,194,Prioridad 2 - Auditoría de seguridad vial,882,1250,399,Hotspot preventivo prioritario
4.559,-74.123,46,90,1.9565217391304348,RAFAEL URIBE URIBE,MOLINOS DEL SUR,SIN_NMG,CHOQUE,SOLO DANOS,18.0,8.0,26.0,38.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,18,2,166,979.0,778.0,201.0,0.9296555750145943,0.9419439579684764,0.592031523642732,1.0,0.9427904261529481,88.12842965557502,486,Prioridad 3 - Monitoreo y gestión preventiva,986,1180,592,Hotspot preventivo prioritario
4.632,-74.153,46,90,1.9565217391304348,KENNEDY,CIUDAD KENNEDY NORTE,AVENIDA DE LAS AMERICAS,CHOQUE,SOLO DANOS,44.0,6.0,24.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,18,2,166,979.0,778.0,201.0,0.9296555750145943,0.9419439579684764,0.592031523642732,1.0,0.9427904261529481,88.12842965557502,483,Prioridad 3 - Monitoreo y gestión preventiva,983,1177,589,Hotspot preventivo prioritario
4.613,-74.128,46,90,1.9565217391304348,PUENTE ARANDA,PROVIVIENDA NORTE,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,SOLO DANOS,16.0,16.0,40.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,18,2,166,979.0,778.0,201.0,0.9296555750145943,0.9419439579684764,0.592031523642732,1.0,0.9427904261529481,88.12842965557502,485,Prioridad 3 - Monitoreo y gestión preventiva,985,1179,591,Hotspot preventivo prioritario
4.606,-74.126,56,136,2.4285714285714284,PUENTE ARANDA,SAN EUSEBIO,SIN_NMG,CHOQUE,CON HERIDOS,34.0,30.0,26.0,46.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,32,4,280,472.0,271.0,201.0,0.9471395213076474,0.9720081727962638,0.7985113835376533,1.0,0.9885872737886748,94.1249270286048,18,Prioridad 1 - Intervención prioritaria,472,884,94,Hotspot de severidad/fatalidad
4.679,-74.074,46,90,1.9565217391304348,BARRIOS UNIDOS,JORGE ELIECER GAITAN,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,10.0,10.0,48.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,18,2,166,979.0,778.0,201.0,0.9296555750145943,0.9419439579684764,0.592031523642732,1.0,0.9427904261529481,88.12842965557502,484,Prioridad 3 - Monitoreo y gestión preventiva,984,1178,590,Hotspot preventivo prioritario
4.696,-74.171,88,136,1.5454545454545454,FONTIBON,EL CHARCO,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,34.0,20.0,40.0,42.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,70,12,6,280,472.0,271.0,201.0,0.9758026853473438,0.9720081727962638,0.4262405137186223,1.0,0.9967308814944542,87.41564506713368,569,Seguimiento,478,409,76,Seguimiento
4.623,-74.163,46,90,1.9565217391304348,KENNEDY,VILLA NELLY III SECTOR,AVENIDA AGOBERTO MEJIA CIFUENTES,CHOQUE,SOLO DANOS,16.0,34.0,6.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,18,2,166,979.0,778.0,201.0,0.9296555750145943,0.9419439579684764,0.592031523642732,1.0,0.9427904261529481,88.12842965557502,487,Prioridad 3 - Monitoreo y gestión preventiva,987,1181,593,Hotspot preventivo prioritario
4.67,-74.155,44,100,2.272727272727273,FONTIBON,SABANA GRANDE,SIN_NMG,CHOQUE,CON HERIDOS,6.0,28.0,38.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,151,Prioridad 2 - Auditoría de seguridad vial,823,1247,378,Hotspot preventivo prioritario
4.509,-74.114,44,100,2.272727272727273,USME,GRAN YOMASA,AVENIDA CARACAS,CHOQUE,CON HERIDOS,12.0,42.0,8.0,38.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,153,Prioridad 2 - Auditoría de seguridad vial,825,1249,380,Hotspot preventivo prioritario
4.702,-74.108,44,100,2.272727272727273,ENGATIVA,PARIS,SIN_NMG,CHOQUE,CON HERIDOS,14.0,34.0,36.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,152,Prioridad 2 - Auditoría de seguridad vial,824,1248,379,Hotspot preventivo prioritario
4.667,-74.148,48,84,1.75,FONTIBON,SABANA GRANDE,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,2.0,18.0,34.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,14,2,152,1094.0,900.0,194.0,0.9338879159369528,0.9348511383537653,0.5268534734384122,1.0,0.9427904261529481,86.76765907764157,643,Seguimiento,1103,1114,704,Seguimiento
4.674,-74.147,48,84,1.75,FONTIBON,CENTRO FONTIBON,SIN_NMG,CHOQUE,SOLO DANOS,6.0,26.0,12.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,14,2,152,1094.0,900.0,194.0,0.9338879159369528,0.9348511383537653,0.5268534734384122,1.0,0.9427904261529481,86.76765907764157,644,Seguimiento,1104,1115,705,Seguimiento
4.633,-74.138,48,84,1.75,KENNEDY,LAS DOS AVENIDAS,AVENIDA BOYACA,CHOQUE,SOLO DANOS,36.0,20.0,14.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,14,2,152,1094.0,900.0,194.0,0.9338879159369528,0.9348511383537653,0.5268534734384122,1.0,0.9427904261529481,86.76765907764157,642,Seguimiento,1102,1113,703,Seguimiento
4.595,-74.135,46,98,2.130434782608696,PUENTE ARANDA,OSPINA PEREZ SUR,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,16.0,18.0,24.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,22,2,182,851.0,659.0,192.0,0.9296555750145943,0.949620548744892,0.7187974314068885,1.0,0.9427904261529481,90.81727962638645,200,Prioridad 2 - Auditoría de seguridad vial,853,1174,402,Hotspot preventivo prioritario
4.594,-74.112,46,98,2.130434782608696,ANTONIO NARIÑO,SANTANDER,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,16.0,26.0,40.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,22,2,182,851.0,659.0,192.0,0.9296555750145943,0.949620548744892,0.7187974314068885,1.0,0.9427904261529481,90.81727962638645,201,Prioridad 3 - Monitoreo y gestión preventiva,854,1175,403,Hotspot preventivo prioritario
4.58,-74.143,70,130,1.8571428571428572,TUNJUELITO,MUZU,AVENIDA JORGE GAITAN CORTES,CHOQUE,SOLO DANOS,24.0,30.0,50.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,44,22,4,254,521.0,331.0,190.0,0.963543490951547,0.9693812025685931,0.5685931115002919,1.0,0.9885872737886748,89.80210157618214,286,Prioridad 3 - Monitoreo y gestión preventiva,524,613,183,Hotspot preventivo prioritario
4.627,-74.138,86,158,1.8372093023255813,KENNEDY,HIPOTECHO,AVENIDA BOYACA,CHOQUE,SOLO DANOS,46.0,52.0,24.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,58,20,8,358,345.0,157.0,188.0,0.9745475773496789,0.9797723292469352,0.562405137186223,1.0,0.998861646234676,90.31173380035027,241,Prioridad 3 - Monitoreo y gestión preventiva,345,430,21,Hotspot preventivo prioritario
4.632,-74.112,72,128,1.7777777777777777,PUENTE ARANDA,CENTRO INDUSTRIAL,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,34.0,18.0,24.0,52.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,20,4,248,531.0,343.0,188.0,0.9656158785755984,0.9685055458260362,0.5343549328663164,1.0,0.9885872737886748,89.14127262113253,354,Prioridad 3 - Monitoreo y gestión preventiva,534,578,198,Hotspot preventivo prioritario
4.574,-74.153,58,138,2.3793103448275863,CIUDAD BOLIVAR,ARBORIZADORA BAJA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,38.0,28.0,12.0,60.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,32,4,282,456.0,268.0,188.0,0.9500291885580853,0.9730005837711617,0.7935785172212493,1.0,0.9885872737886748,94.10391126678344,22,Prioridad 1 - Intervención prioritaria,456,832,96,Hotspot de severidad/fatalidad
4.612,-74.116,48,88,1.8333333333333333,PUENTE ARANDA,LA CAMELIA,AVENIDA BATALLON CALDAS,CHOQUE,SOLO DANOS,22.0,22.0,26.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,16,2,160,1013.0,825.0,188.0,0.9338879159369528,0.9398423817863397,0.5607997664915353,1.0,0.9427904261529481,87.54640980735552,559,Seguimiento,1020,1112,641,Seguimiento
4.684,-74.124,70,118,1.6857142857142857,FONTIBON,PUERTA DE TEJA,AVENIDA JORGE ELIECER GAITAN,CHOQUE,SOLO DANOS,16.0,48.0,20.0,34.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,50,16,4,230,605.0,418.0,187.0,0.963543490951547,0.9642440163455925,0.5119381202568594,1.0,0.9885872737886748,88.56625802685349,419,Prioridad 3 - Monitoreo y gestión preventiva,610,616,210,Hotspot preventivo prioritario
4.754,-74.091,46,94,2.0434782608695654,SUBA,EL PINO,AVENIDA DE LAS MERCEDES,CHOQUE,SOLO DANOS,8.0,6.0,28.0,52.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,20,2,174,914.0,727.0,187.0,0.9296555750145943,0.9457092819614711,0.7046701692936369,1.0,0.9427904261529481,90.45650904845301,227,Prioridad 3 - Monitoreo y gestión preventiva,919,1176,413,Hotspot preventivo prioritario
4.688,-74.062,48,92,1.9166666666666667,BARRIOS UNIDOS,LA CASTELLANA,AVENIDA ESPANA,CHOQUE,SOLO DANOS,20.0,26.0,16.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,18,2,168,949.0,762.0,187.0,0.9338879159369528,0.9438412142440163,0.5859894921190894,1.0,0.9427904261529481,88.13018096906013,482,Prioridad 3 - Monitoreo y gestión preventiva,954,1110,588,Hotspot preventivo prioritario
4.62,-74.076,48,92,1.9166666666666667,TEUSAQUILLO,ESTRELLA,AVENIDA JORGE ELIECER GAITAN,CHOQUE,SOLO DANOS,32.0,8.0,32.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,18,2,168,949.0,762.0,187.0,0.9338879159369528,0.9438412142440163,0.5859894921190894,1.0,0.9427904261529481,88.13018096906013,480,Prioridad 3 - Monitoreo y gestión preventiva,952,1108,586,Hotspot preventivo prioritario
4.579,-74.143,48,92,1.9166666666666667,TUNJUELITO,MUZU,AVENIDA JORGE GAITAN CORTES,CHOQUE,SOLO DANOS,20.0,24.0,24.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,18,2,168,949.0,762.0,187.0,0.9338879159369528,0.9438412142440163,0.5859894921190894,1.0,0.9427904261529481,88.13018096906013,481,Prioridad 3 - Monitoreo y gestión preventiva,953,1109,587,Hotspot preventivo prioritario
4.689,-74.163,48,68,1.4166666666666667,FONTIBON,SAN PABLO JERICO,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,20.0,18.0,10.0,20.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,40,6,2,120,1511.0,1326.0,185.0,0.9338879159369528,0.910245183887916,0.3717454757734968,1.0,0.9427904261529481,83.17338003502627,953,Seguimiento,1527,1121,967,Seguimiento
