LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI,rank_criticidad_total,rank_volumen,rank_muertes,familia_analitica
4.724,-74.089,28,60,2.142857142857143,SUBA,CIUDAD HUNZA,AVENIDA EL RINCON,CHOQUE,SOLO DANOS,18.0,22.0,18.0,2.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,12,2,124,1796.0,1254.0,542.0,0.8681260945709282,0.8931406888499708,0.7220957384705196,1.0,0.9427904261529481,88.52305896088734,431,Prioridad 3 - Monitoreo y gestión preventiva,1801,2180,550,Hotspot preventivo prioritario
4.618,-74.14,42,78,1.8571428571428572,KENNEDY,PROVIVIENDA OCCIDENTAL,AVENIDA BOYACA,CHOQUE,SOLO DANOS,32.0,20.0,8.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,10,4,178,1232.0,690.0,542.0,0.9201984821949796,0.9265032107413894,0.5685931115002919,1.0,0.9885872737886748,88.07764156450672,492,Prioridad 3 - Monitoreo y gestión preventiva,1241,1338,224,Hotspot preventivo prioritario
4.616,-74.156,40,80,2.0,KENNEDY,TIMIZA,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,18.0,16.0,38.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,12,4,184,1176.0,639.0,537.0,0.9147110332749562,0.9298015178050204,0.648598949211909,1.0,0.9885872737886748,89.6339754816112,308,Prioridad 3 - Monitoreo y gestión preventiva,1182,1424,189,Hotspot preventivo prioritario
4.726,-74.099,30,50,1.6666666666666667,SUBA,SAN CAYETANO,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,30.0,8.0,4.0,8.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,22,6,2,102,2218.0,1681.0,537.0,0.8785172212492703,0.8677758318739054,0.48362521891418564,1.0,0.9427904261529481,83.45417396380618,940,Seguimiento,2237,2027,956,Seguimiento
4.687,-74.15,26,62,2.3846153846153846,FONTIBON,VERSALLES FONTIBON,AVENIDA VERSALLES,CHOQUE,CON HERIDOS,20.0,14.0,8.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,14,2,130,1709.0,1172.0,537.0,0.8567717454757735,0.8977816695855225,0.7940163455925278,1.0,0.9427904261529481,89.82720373613544,283,Prioridad 3 - Monitoreo y gestión preventiva,1712,2355,443,Hotspot preventivo prioritario
4.675,-74.083,40,80,2.0,BARRIOS UNIDOS,SAN FERNANDO OCCIDENTAL,AVENIDA CHILE,CHOQUE,SOLO DANOS,28.0,12.0,24.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,12,4,184,1176.0,639.0,537.0,0.9147110332749562,0.9298015178050204,0.648598949211909,1.0,0.9885872737886748,89.6339754816112,307,Prioridad 3 - Monitoreo y gestión preventiva,1181,1423,188,Hotspot preventivo prioritario
4.576,-74.103,26,62,2.3846153846153846,RAFAEL URIBE URIBE,GUSTAVO RESTREPO,SIN_NMG,CHOQUE,CON HERIDOS,30.0,18.0,0.0,14.0,3,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,14,2,130,1709.0,1172.0,537.0,0.8567717454757735,0.8977816695855225,0.7940163455925278,0.75,0.9427904261529481,84.82720373613543,862,Seguimiento,1727,2366,886,Seguimiento
4.63,-74.156,26,62,2.3846153846153846,KENNEDY,CORABASTOS,AVENIDA AGOBERTO MEJIA CIFUENTES,CHOQUE,CON HERIDOS,12.0,12.0,14.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,14,2,130,1709.0,1172.0,537.0,0.8567717454757735,0.8977816695855225,0.7940163455925278,1.0,0.9427904261529481,89.82720373613544,285,Prioridad 3 - Monitoreo y gestión preventiva,1714,2357,445,Hotspot preventivo prioritario
4.588,-74.116,26,62,2.3846153846153846,RAFAEL URIBE URIBE,LIBERTADOR,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,20.0,8.0,24.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,14,2,130,1709.0,1172.0,537.0,0.8567717454757735,0.8977816695855225,0.7940163455925278,1.0,0.9427904261529481,89.82720373613544,284,Prioridad 3 - Monitoreo y gestión preventiva,1713,2356,444,Hotspot preventivo prioritario
4.582,-74.143,40,96,2.4,TUNJUELITO,MUZU,AVENIDA BOYACA,CHOQUE,SOLO DANOS,14.0,28.0,24.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,16,6,248,878.0,343.0,535.0,0.9147110332749562,0.9477816695855225,0.7953298307063631,1.0,0.9967308814944542,93.0910683012259,56,Prioridad 2 - Auditoría de seguridad vial,878,1415,39,Hotspot de severidad/fatalidad
4.567,-74.094,28,56,2.0,SAN CRISTOBAL,SURAMERICA,SIN_NMG,CHOQUE,SOLO DANOS,16.0,18.0,18.0,4.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,10,2,116,1930.0,1398.0,532.0,0.8681260945709282,0.8852597781669586,0.648598949211909,1.0,0.9427904261529481,86.89550496205489,612,Seguimiento,1938,2186,679,Seguimiento
4.609,-74.109,28,56,2.0,PUENTE ARANDA,TIBANA,AVENIDA CIUDAD MONTES,CHOQUE,SOLO DANOS,32.0,10.0,12.0,2.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,10,2,116,1930.0,1398.0,532.0,0.8681260945709282,0.8852597781669586,0.648598949211909,1.0,0.9427904261529481,86.89550496205489,613,Seguimiento,1939,2187,680,Seguimiento
4.691,-74.099,28,56,2.0,ENGATIVA,TABORA,SIN_NMG,CHOQUE,SOLO DANOS,10.0,14.0,20.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,10,2,116,1930.0,1398.0,532.0,0.8681260945709282,0.8852597781669586,0.648598949211909,1.0,0.9427904261529481,86.89550496205489,611,Seguimiento,1937,2185,678,Seguimiento
4.628,-74.123,30,86,2.8666666666666667,PUENTE ARANDA,HIPOTECHO SUR,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,CON HERIDOS,30.0,0.0,28.0,28.0,3,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,20,4,206,1051.0,523.0,528.0,0.8785172212492703,0.9374781085814361,0.8387624051371863,0.75,0.9885872737886748,87.86690017513136,516,Seguimiento,1057,2013,230,Seguimiento
4.639,-74.064,30,54,1.8,CHAPINERO,MARLY,SIN_NMG,CHOQUE,SOLO DANOS,14.0,4.0,22.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,8,2,110,2005.0,1500.0,505.0,0.8785172212492703,0.8798015178050205,0.5462346760070053,1.0,0.9427904261529481,84.94687682428489,847,Seguimiento,2022,2025,873,Seguimiento
4.741,-74.09,30,54,1.8,SUBA,LAS FLORES,AVENIDA TRANSVERSAL DE SUBA,CHOQUE,SOLO DANOS,4.0,22.0,20.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,8,2,110,2005.0,1500.0,505.0,0.8785172212492703,0.8798015178050205,0.5462346760070053,1.0,0.9427904261529481,84.94687682428489,846,Seguimiento,2021,2024,872,Seguimiento
4.679,-74.113,30,54,1.8,ENGATIVA,SAN IGNACIO,SIN_NMG,CHOQUE,SOLO DANOS,6.0,6.0,28.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,8,2,110,2005.0,1500.0,505.0,0.8785172212492703,0.8798015178050205,0.5462346760070053,1.0,0.9427904261529481,84.94687682428489,845,Seguimiento,2020,2023,871,Seguimiento
4.657,-74.062,30,54,1.8,CHAPINERO,QUINTA CAMACHO,AVENIDA CARACAS,CHOQUE,SOLO DANOS,10.0,24.0,14.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,8,2,110,2005.0,1500.0,505.0,0.8785172212492703,0.8798015178050205,0.5462346760070053,1.0,0.9427904261529481,84.94687682428489,848,Seguimiento,2023,2026,874,Seguimiento
4.629,-74.125,44,80,1.8181818181818181,KENNEDY,LUSITANIA,AVENIDA DE LAS AMERICAS,CHOQUE,SOLO DANOS,6.0,42.0,4.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,10,4,180,1176.0,675.0,501.0,0.9251313485113836,0.9298015178050204,0.5578225335668417,1.0,0.9885872737886748,88.02685347343842,496,Prioridad 3 - Monitoreo y gestión preventiva,1186,1257,227,Hotspot preventivo prioritario
4.579,-74.099,40,84,2.1,ANTONIO NARIÑO,CIUDAD JARDIN SUR,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,22.0,14.0,32.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,14,4,192,1094.0,595.0,499.0,0.9147110332749562,0.9348511383537653,0.7134267367192061,1.0,0.9885872737886748,91.03152364273205,177,Prioridad 2 - Auditoría de seguridad vial,1097,1420,140,Hotspot de severidad/fatalidad
4.585,-74.096,30,58,1.9333333333333333,ANTONIO NARIÑO,RESTREPO,AVENIDA CARACAS,CHOQUE,SOLO DANOS,12.0,4.0,34.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,730,Seguimiento,1878,2017,767,Seguimiento
4.632,-74.068,30,58,1.9333333333333333,CHAPINERO,MARLY,AVENIDA CARACAS,CHOQUE,SOLO DANOS,16.0,20.0,2.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,731,Seguimiento,1879,2018,768,Seguimiento
4.706,-74.132,30,58,1.9333333333333333,ENGATIVA,MARANDU,SIN_NMG,CHOQUE,SOLO DANOS,8.0,8.0,36.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,729,Seguimiento,1877,2016,766,Seguimiento
4.736,-74.081,30,58,1.9333333333333333,SUBA,SUBA URBANO,AVENIDA TRANSVERSAL DE SUBA,CHOQUE,SOLO DANOS,14.0,16.0,12.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,728,Seguimiento,1876,2015,765,Seguimiento
4.643,-74.066,30,58,1.9333333333333333,CHAPINERO,CHAPINERO CENTRAL,SIN_NMG,CHOQUE,SOLO DANOS,32.0,6.0,18.0,2.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,732,Seguimiento,1880,2019,769,Seguimiento
4.569,-74.146,30,58,1.9333333333333333,CIUDAD BOLIVAR,EL CHIRCAL SUR,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,SOLO DANOS,18.0,22.0,10.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,10,2,118,1868.0,1372.0,496.0,0.8785172212492703,0.8892294220665499,0.5886748394629305,1.0,0.9427904261529481,85.98423817863399,727,Seguimiento,1875,2014,764,Seguimiento
4.632,-74.186,24,72,3.0,BOSA,EL CORZO,AVENIDA TINTAL,CHOQUE,CON HERIDOS,16.0,18.0,20.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,2,20,2,152,1395.0,900.0,495.0,0.8427904261529481,0.9171920607122008,0.9134851138353766,1.0,0.9427904261529481,92.32516053706948,95,Prioridad 2 - Auditoría de seguridad vial,1395,2563,341,Hotspot preventivo prioritario
4.627,-74.086,28,64,2.2857142857142856,TEUSAQUILLO,GRAN AMERICA,SIN_NMG,CHOQUE,CON HERIDOS,16.0,12.0,2.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,14,2,132,1638.0,1146.0,492.0,0.8681260945709282,0.902393461762989,0.7523058960887332,1.0,0.9427904261529481,89.31231757151197,325,Prioridad 3 - Monitoreo y gestión preventiva,1642,2179,468,Hotspot preventivo prioritario
4.607,-74.127,38,86,2.263157894736842,PUENTE ARANDA,SAN EUSEBIO,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,24.0,10.0,22.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,16,4,198,1051.0,559.0,492.0,0.9096614127262114,0.9374781085814361,0.7502918855808524,1.0,0.9885872737886748,91.7203736135435,135,Prioridad 2 - Auditoría de seguridad vial,1052,1515,131,Hotspot de severidad/fatalidad
4.562,-74.143,30,62,2.066666666666667,CIUDAD BOLIVAR,LAS ACACIAS,SIN_NMG,CHOQUE,SOLO DANOS,22.0,18.0,20.0,2.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,428,Prioridad 3 - Monitoreo y gestión preventiva,1722,2011,548,Hotspot preventivo prioritario
4.745,-74.118,30,62,2.066666666666667,SUBA,LISBOA,SIN_NMG,CHOQUE,SOLO DANOS,18.0,14.0,12.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,423,Prioridad 3 - Monitoreo y gestión preventiva,1717,2006,543,Hotspot preventivo prioritario
4.685,-74.097,30,62,2.066666666666667,ENGATIVA,BOYACA,AVENIDA BOYACA,CHOQUE,SOLO DANOS,20.0,12.0,14.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,424,Prioridad 3 - Monitoreo y gestión preventiva,1718,2007,544,Hotspot preventivo prioritario
4.622,-74.096,30,62,2.066666666666667,PUENTE ARANDA,LOS EJIDOS,AVENIDA FERROCARRIL DEL SUR,CHOQUE,SOLO DANOS,10.0,6.0,26.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,426,Prioridad 3 - Monitoreo y gestión preventiva,1720,2009,546,Hotspot preventivo prioritario
4.755,-74.066,30,62,2.066666666666667,SUBA,SAN JOSE V SECTOR,SIN_NMG,CHOQUE,SOLO DANOS,22.0,2.0,24.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,429,Prioridad 3 - Monitoreo y gestión preventiva,1723,2012,549,Hotspot preventivo prioritario
4.619,-74.08,30,62,2.066666666666667,LOS MARTIRES,SANTA FE,SIN_NMG,CHOQUE,SOLO DANOS,22.0,24.0,8.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,427,Prioridad 3 - Monitoreo y gestión preventiva,1721,2010,547,Hotspot preventivo prioritario
4.731,-74.049,30,62,2.066666666666667,USAQUEN,LAS MARGARITAS,AVENIDA PASEO DE LOS LIBERTADORES,CHOQUE,SOLO DANOS,20.0,18.0,12.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,12,2,126,1709.0,1221.0,488.0,0.8785172212492703,0.8977816695855225,0.7076765907764156,1.0,0.9427904261529481,88.53531815528314,425,Prioridad 3 - Monitoreo y gestión preventiva,1719,2008,545,Hotspot preventivo prioritario
4.704,-74.1,50,78,1.56,ENGATIVA,LOS CEREZOS,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,18.0,42.0,12.0,6.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,40,6,4,170,1232.0,750.0,482.0,0.9377116170461179,0.9265032107413894,0.42942206654991244,1.0,0.9885872737886748,85.6444833625219,774,Seguimiento,1243,1052,277,Seguimiento
4.656,-74.14,32,52,1.625,KENNEDY,EL TINTAL IV,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,2.0,16.0,24.0,10.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,24,6,2,104,2116.0,1635.0,481.0,0.8881786339754816,0.8736135434909515,0.45230589608873323,1.0,0.9427904261529481,83.1377699941623,960,Seguimiento,2128,1867,972,Seguimiento
4.617,-74.072,26,70,2.6923076923076925,SANTA FE,SAMPER,SIN_NMG,CHOQUE,CON HERIDOS,12.0,10.0,20.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,18,2,146,1445.0,973.0,472.0,0.8567717454757735,0.9138061879743141,0.8328663164039697,1.0,0.9427904261529481,90.9246935201401,190,Prioridad 2 - Auditoría de seguridad vial,1446,2354,395,Hotspot preventivo prioritario
4.595,-74.113,32,60,1.875,ANTONIO NARIÑO,SENA,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,6.0,20.0,24.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,10,2,120,1796.0,1326.0,470.0,0.8881786339754816,0.8931406888499708,0.5742556917688266,1.0,0.9427904261529481,85.96730881494456,733,Seguimiento,1807,1861,770,Seguimiento
4.757,-74.06,32,60,1.875,SUBA,SAN JOSE DE BAVARIA,AVENIDA SAN JOSE,CHOQUE,SOLO DANOS,4.0,20.0,20.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,10,2,120,1796.0,1326.0,470.0,0.8881786339754816,0.8931406888499708,0.5742556917688266,1.0,0.9427904261529481,85.96730881494456,735,Seguimiento,1809,1863,772,Seguimiento
4.571,-74.125,32,60,1.875,RAFAEL URIBE URIBE,SANTA LUCIA,SIN_NMG,CHOQUE,SOLO DANOS,28.0,2.0,14.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,10,2,120,1796.0,1326.0,470.0,0.8881786339754816,0.8931406888499708,0.5742556917688266,1.0,0.9427904261529481,85.96730881494456,736,Seguimiento,1810,1864,773,Seguimiento
4.706,-74.098,32,60,1.875,ENGATIVA,PARIS GAITAN,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,14.0,12.0,22.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,10,2,120,1796.0,1326.0,470.0,0.8881786339754816,0.8931406888499708,0.5742556917688266,1.0,0.9427904261529481,85.96730881494456,734,Seguimiento,1808,1862,771,Seguimiento
4.581,-74.154,28,68,2.4285714285714284,CIUDAD BOLIVAR,LA CORUNA,AVENIDA JORGE GAITAN CORTES,CHOQUE,CON HERIDOS,20.0,8.0,4.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,16,2,140,1511.0,1047.0,464.0,0.8681260945709282,0.910245183887916,0.7985113835376533,1.0,0.9427904261529481,90.39346176298892,234,Prioridad 3 - Monitoreo y gestión preventiva,1511,2176,418,Hotspot preventivo prioritario
4.745,-74.117,28,68,2.4285714285714284,SUBA,LISBOA,SIN_NMG,CHOQUE,CON HERIDOS,28.0,18.0,20.0,2.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,16,2,140,1511.0,1047.0,464.0,0.8681260945709282,0.910245183887916,0.7985113835376533,1.0,0.9427904261529481,90.39346176298892,235,Prioridad 3 - Monitoreo y gestión preventiva,1512,2177,419,Hotspot preventivo prioritario
4.61,-74.192,26,74,2.8461538461538463,BOSA,PASO ANCHO,SIN_NMG,CHOQUE,CON HERIDOS,6.0,48.0,20.0,0.0,3,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,4,20,2,154,1342.0,879.0,463.0,0.8567717454757735,0.9202276707530648,0.8385872737886748,0.75,0.9427904261529481,86.16754232340922,709,Seguimiento,1360,2364,754,Seguimiento
4.656,-74.072,32,56,1.75,BARRIOS UNIDOS,MUEQUETA,AVENIDA COLOMBIA,CHOQUE,SOLO DANOS,16.0,24.0,8.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,8,2,112,1930.0,1468.0,462.0,0.8881786339754816,0.8852597781669586,0.5268534734384122,1.0,0.9427904261529481,84.86164623467602,854,Seguimiento,1940,1866,878,Seguimiento
4.666,-74.147,48,84,1.75,FONTIBON,SABANA GRANDE,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,14.0,30.0,24.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,34,10,4,184,1094.0,639.0,455.0,0.9338879159369528,0.9348511383537653,0.5268534734384122,1.0,0.9885872737886748,87.68359603035611,540,Seguimiento,1101,1111,234,Seguimiento
4.612,-74.132,34,50,1.4705882352941178,KENNEDY,PROVIVIENDA ORIENTAL,SIN_NMG,CHOQUE,SOLO DANOS,8.0,20.0,14.0,8.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,28,4,2,98,2218.0,1765.0,453.0,0.8968768242848804,0.8677758318739054,0.3844424985405721,1.0,0.9427904261529481,81.83771161704612,1074,Seguimiento,2238,1725,1044,Seguimiento
4.605,-74.082,36,92,2.5555555555555554,LOS MARTIRES,VOTO NACIONAL,AVENIDA COLON,ATROPELLO,CON HERIDOS,10.0,26.0,30.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,20,4,212,949.0,498.0,451.0,0.9043490951546994,0.9438412142440163,0.8185639229422067,1.0,0.9885872737886748,93.10683012259196,55,Prioridad 2 - Auditoría de seguridad vial,949,1586,112,Hotspot de severidad/fatalidad
4.723,-74.122,58,98,1.6896551724137931,ENGATIVA,EL CORTIJO,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,12.0,24.0,32.0,30.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,44,8,6,234,851.0,400.0,451.0,0.9500291885580853,0.949620548744892,0.5125510799766492,1.0,0.9967308814944542,88.17863397548163,468,Prioridad 3 - Monitoreo y gestión preventiva,857,840,73,Hotspot preventivo prioritario
4.673,-74.153,50,82,1.64,FONTIBON,SABANA GRANDE,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,38.0,26.0,8.0,10.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,38,8,4,178,1141.0,690.0,451.0,0.9377116170461179,0.9324576765907764,0.4546993578517221,1.0,0.9885872737886748,86.26911850554583,696,Seguimiento,1143,1051,262,Seguimiento
4.687,-74.106,30,66,2.2,ENGATIVA,SANTA HELENITA,AVENIDA DEL SALITRE,CHOQUE,CON HERIDOS,14.0,20.0,26.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,14,2,134,1567.0,1117.0,450.0,0.8785172212492703,0.9065382370110916,0.7361646234676007,1.0,0.9427904261529481,89.28021015761821,331,Prioridad 3 - Monitoreo y gestión preventiva,1570,2003,474,Hotspot preventivo prioritario
4.669,-74.041,30,66,2.2,CHAPINERO,EL REFUGIO,SIN_NMG,CHOQUE,CON HERIDOS,26.0,10.0,8.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,14,2,134,1567.0,1117.0,450.0,0.8785172212492703,0.9065382370110916,0.7361646234676007,1.0,0.9427904261529481,89.28021015761821,333,Prioridad 3 - Monitoreo y gestión preventiva,1572,2005,476,Hotspot preventivo prioritario
4.615,-74.187,30,66,2.2,BOSA,LA PAZ BOSA,SIN_NMG,CHOQUE,CON HERIDOS,6.0,22.0,30.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,14,2,134,1567.0,1117.0,450.0,0.8785172212492703,0.9065382370110916,0.7361646234676007,1.0,0.9427904261529481,89.28021015761821,332,Prioridad 3 - Monitoreo y gestión preventiva,1571,2004,475,Hotspot preventivo prioritario
4.63,-74.065,34,46,1.3529411764705883,CHAPINERO,CATALUNA,AVENIDA ALBERTO LLERAS CAMARGO,CHOQUE,SOLO DANOS,2.0,6.0,22.0,16.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,30,2,2,90,2425.0,1978.0,447.0,0.8968768242848804,0.8551663747810858,0.34401634559252775,1.0,0.9427904261529481,80.77699941622883,1163,Seguimiento,2447,1729,1062,Seguimiento
4.614,-74.105,32,64,2.0,PUENTE ARANDA,LOS EJIDOS,AVENIDA DE LOS COMUNEROS,CHOQUE,SOLO DANOS,14.0,14.0,16.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,12,2,128,1638.0,1191.0,447.0,0.8881786339754816,0.902393461762989,0.648598949211909,1.0,0.9427904261529481,87.63922942206655,551,Seguimiento,1647,1856,635,Seguimiento
4.585,-74.134,32,64,2.0,TUNJUELITO,SAMORE,AVENIDA JORGE GAITAN CORTES,CHOQUE,SOLO DANOS,22.0,18.0,10.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,12,2,128,1638.0,1191.0,447.0,0.8881786339754816,0.902393461762989,0.648598949211909,1.0,0.9427904261529481,87.63922942206655,553,Seguimiento,1649,1858,637,Seguimiento
4.681,-74.156,32,64,2.0,FONTIBON,EL CHANCO I,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,8.0,6.0,14.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,12,2,128,1638.0,1191.0,447.0,0.8881786339754816,0.902393461762989,0.648598949211909,1.0,0.9427904261529481,87.63922942206655,552,Seguimiento,1648,1857,636,Seguimiento
4.665,-74.119,32,64,2.0,FONTIBON,MODELIA,AVENIDA LUIS CARLOS GALAN,CHOQUE,SOLO DANOS,10.0,24.0,18.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,12,2,128,1638.0,1191.0,447.0,0.8881786339754816,0.902393461762989,0.648598949211909,1.0,0.9427904261529481,87.63922942206655,550,Seguimiento,1646,1855,634,Seguimiento
