lat_grid,lon_grid,rank_IPI_base,IPI_base,cantidad_siniestros_base,siniestros_con_muertos_base,criticidad_total_base,familia_analitica_base,localidad_modal_base,rank_IPI_rec,IPI_rec,cantidad_siniestros_rec,siniestros_con_muertos_rec,criticidad_total_rec,familia_analitica_rec,localidad_modal_rec,en_top50_base,en_top200_base,en_top500_base,en_top200_rec,en_top500_rec,categoria_persistencia,sensible_fatalidad,n_siniestros_zona,condicion_predominante,pct_conductor,pct_motociclista,pct_pasajero,pct_peaton,pct_ciclista,cobertura_actor_pct,hhi_actor,vehiculo_predominante,pct_automovil,pct_motocicleta,pct_camioneta,pct_bus,pct_bicicleta,cobertura_vehiculo_pct,hhi_vehiculo,causa_top1,causa_top1_pct,causa_top2,causa_top2_pct,causa_top3,causa_top3_pct,cobertura_causa_pct,hhi_causa,rank_IPI_rec_top200,IPI_rec_top200,familia_top200,tipo_intervencion
4.669,-74.128,700.0,86.24226503210743,188.0,2.0,272.0,Hotspot de carga acumulada,FONTIBON,79.0,92.1495118133711,28.0,3.0,58.0,Hotspot robusto integral,FONTIBON,False,False,False,True,True,Emergente,True,28.0,CONDUCTOR,81.4,10.2,0.0,3.4,5.1,100.0,6759.6,AUTOMOVIL,40.4,14.0,14.0,7.0,8.8,100.0,2213.0,NO MANTENER DISTANCIA DE SEGURIDAD,46.9,OTRA,14.3,HUECOS,10.2,100.0,2669.7,79.0,92.1495118133711,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.627,-74.106,539.0,87.69118505545826,170.0,2.0,278.0,Hotspot de carga acumulada,PUENTE ARANDA,81.0,92.12491615115152,35.0,2.0,71.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,35.0,CONDUCTOR,75.3,10.4,6.5,3.9,3.9,100.0,5854.3,AUTOMOVIL,27.5,21.7,14.5,2.9,7.2,100.0,1762.2,NO MANTENER DISTANCIA DE SEGURIDAD,39.0,OTRA,30.5,ADELANTAR CERRANDO,20.3,97.1,2915.8,81.0,92.12491615115152,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.621,-74.086,599.0,87.11091652072386,118.0,2.0,186.0,Seguimiento,LOS MARTIRES,85.0,92.01758962510247,30.0,2.0,62.0,Hotspot robusto integral,LOS MARTIRES,False,False,False,True,True,Emergente,True,30.0,CONDUCTOR,65.2,13.0,17.4,2.9,1.4,100.0,4736.4,AUTOMOVIL,43.6,27.3,10.9,0.0,3.6,100.0,2839.7,NO MANTENER DISTANCIA DE SEGURIDAD,34.0,OTRA,30.0,ADELANTAR CERRANDO,20.0,100.0,2560.0,85.0,92.01758962510247,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.581,-74.155,202.0,90.80443666082896,38.0,2.0,86.0,Hotspot preventivo prioritario,CIUDAD BOLIVAR,87.0,92.01013639412686,17.0,1.0,41.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,True,True,True,Emergente,True,17.0,CONDUCTOR,69.7,15.2,9.1,0.0,6.1,100.0,5206.6,AUTOMOVIL,30.0,23.3,6.7,20.0,10.0,100.0,2044.4,SEMÁFORO EN ROJO,22.2,NO MANTENER DISTANCIA DE SEGURIDAD,18.5,HUECOS,18.5,100.0,1550.1,87.0,92.01013639412686,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.615,-74.163,159.0,91.30823117338004,142.0,8.0,270.0,Hotspot robusto integral,KENNEDY,88.0,91.9989565476634,51.0,1.0,107.0,Hotspot robusto integral,KENNEDY,False,True,True,True,True,Persistente,True,51.0,CONDUCTOR,68.6,12.4,3.8,2.9,12.4,100.0,5031.3,AUTOMOVIL,22.1,17.9,14.7,7.4,17.9,100.0,1497.0,NO MANTENER DISTANCIA DE SEGURIDAD,25.0,OTRA,21.4,ADELANTAR CERRANDO,14.3,98.0,1527.8,88.0,91.9989565476634,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.618,-74.139,272.0,90.0128429655575,90.0,6.0,162.0,Hotspot preventivo prioritario,KENNEDY,89.0,91.93113214578518,28.0,2.0,58.0,Hotspot robusto integral,KENNEDY,False,False,True,True,True,Emergente,True,28.0,CONDUCTOR,79.3,5.2,3.4,5.2,6.9,100.0,6403.1,CAMIONETA,18.0,12.0,28.0,10.0,16.0,89.3,1696.0,NO MANTENER DISTANCIA DE SEGURIDAD,20.8,ADELANTAR CERRANDO,16.7,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES,12.5,96.4,1258.7,89.0,91.93113214578518,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.582,-74.09,78.0,92.61704611792176,64.0,2.0,148.0,Hotspot preventivo prioritario,SAN CRISTOBAL,91.0,91.91175374524856,35.0,1.0,75.0,Hotspot robusto integral,SAN CRISTOBAL,False,True,True,True,True,Persistente,True,35.0,CONDUCTOR,60.2,12.5,22.7,4.5,0.0,100.0,4320.8,AUTOMOVIL,43.8,20.3,7.8,20.3,0.0,100.0,2817.4,NO MANTENER DISTANCIA DE SEGURIDAD,32.1,OTRA,32.1,SEMÁFORO EN ROJO,13.2,94.3,2310.4,91.0,91.91175374524856,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.69,-74.101,3984.0,69.75831873905429,16.0,0.0,28.0,Seguimiento,ENGATIVA,92.0,91.88939405232168,13.0,2.0,33.0,Hotspot robusto integral,ENGATIVA,False,False,False,True,True,Emergente,True,13.0,CONDUCTOR,75.0,7.1,3.6,3.6,10.7,100.0,5816.3,AUTOMOVIL,45.8,12.5,12.5,4.2,16.7,100.0,2777.8,DESOBEDECER SEÑALES,44.4,OTRA,22.2,TRANSITAR ENTRE VEHICULOS,16.7,100.0,2901.2,92.0,91.88939405232168,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.567,-74.126,139.0,91.66841798015176,60.0,2.0,128.0,Hotspot preventivo prioritario,RAFAEL URIBE URIBE,94.0,91.78504881866289,14.0,1.0,36.0,Hotspot robusto integral,RAFAEL URIBE URIBE,False,True,True,True,True,Persistente,True,14.0,CONDUCTOR,65.6,21.9,9.4,0.0,3.1,100.0,4882.8,MOTOCICLETA,24.1,31.0,3.4,20.7,3.4,100.0,2104.6,ADELANTAR CERRANDO,31.8,ADELANTAR POR LA DERECHA,18.2,EMBRIAGUEZ APARENTE,13.6,100.0,1735.5,94.0,91.78504881866289,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.606,-74.126,18.0,94.1249270286048,56.0,4.0,136.0,Hotspot de severidad/fatalidad,PUENTE ARANDA,98.0,91.77163300290675,39.0,1.0,81.0,Hotspot robusto integral,PUENTE ARANDA,True,True,True,True,True,Persistente,True,39.0,CONDUCTOR,74.4,8.9,12.2,2.2,2.2,100.0,5780.2,AUTOMOVIL,36.4,14.3,22.1,13.0,3.9,100.0,2265.1,ADELANTAR CERRANDO,36.5,NO MANTENER DISTANCIA DE SEGURIDAD,23.8,OTRA,19.0,97.4,2391.0,98.0,91.77163300290675,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.633,-74.165,1199.0,80.3666082895505,60.0,0.0,120.0,Seguimiento,KENNEDY,99.0,91.76492509502869,22.0,1.0,50.0,Hotspot robusto integral,KENNEDY,False,False,False,True,True,Emergente,True,22.0,CONDUCTOR,65.3,12.2,4.1,12.2,6.1,100.0,4618.9,BUS,19.5,22.0,2.4,24.4,12.2,100.0,1814.4,NO MANTENER DISTANCIA DE SEGURIDAD,33.3,ADELANTAR CERRANDO,13.3,TRANSITAR EN CONTRAVIA,10.0,95.5,1733.3,99.0,91.76492509502869,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.619,-74.143,16.0,94.24868651488616,60.0,4.0,144.0,Hotspot de severidad/fatalidad,KENNEDY,102.0,91.69635537005291,16.0,1.0,38.0,Hotspot robusto integral,KENNEDY,True,True,True,True,True,Persistente,True,16.0,CONDUCTOR,59.5,11.9,23.8,4.8,0.0,100.0,4274.4,AUTOMOVIL,36.7,23.3,6.7,16.7,0.0,100.0,2333.3,NO MANTENER DISTANCIA DE SEGURIDAD,29.6,OTRA,25.9,SEMÁFORO EN ROJO,22.2,100.0,2290.8,102.0,91.69635537005291,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.591,-74.084,1480.0,78.34734384121424,58.0,0.0,106.0,Seguimiento,SANTA FE,104.0,91.62107773719906,17.0,2.0,39.0,Hotspot robusto integral,SANTA FE,False,False,False,True,True,Emergente,True,17.0,CONDUCTOR,67.6,5.9,0.0,26.5,0.0,100.0,5311.4,AUTOMOVIL,56.0,8.0,20.0,16.0,0.0,100.0,3856.0,NO MANTENER DISTANCIA DE SEGURIDAD,27.3,SEMÁFORO EN ROJO,27.3,REVERSO IMPRUDENTE,13.6,82.4,1818.2,104.0,91.62107773719906,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.641,-74.123,706.0,86.17279626386456,244.0,2.0,344.0,Hotspot de carga acumulada,FONTIBON,105.0,91.61958709100396,31.0,1.0,65.0,Hotspot robusto integral,FONTIBON,False,False,False,True,True,Emergente,True,31.0,CONDUCTOR,69.7,12.1,6.1,6.1,6.1,100.0,5114.8,AUTOMOVIL,32.8,24.1,8.6,3.4,12.1,100.0,1997.6,SEMÁFORO EN ROJO,34.5,ADELANTAR CERRANDO,12.1,NO MANTENER DISTANCIA DE SEGURIDAD,10.3,100.0,1682.5,105.0,91.61958709100396,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.64,-74.074,1935.0,76.59311150029188,40.0,0.0,72.0,Seguimiento,TEUSAQUILLO,109.0,91.52791235000372,6.0,1.0,20.0,Hotspot robusto integral,TEUSAQUILLO,False,False,False,True,True,Emergente,True,6.0,CONDUCTOR,42.9,9.5,42.9,0.0,4.8,100.0,3786.8,AUTOMOVIL,41.7,16.7,16.7,8.3,16.7,100.0,2638.9,DESOBEDECER SEÑALES,44.4,SEMÁFORO EN ROJO,22.2,NO MANTENER DISTANCIA DE SEGURIDAD,11.1,100.0,2839.5,109.0,91.52791235000372,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.603,-74.191,3305.0,72.1908931698774,12.0,0.0,36.0,Seguimiento,BOSA,109.0,91.52791235000372,6.0,1.0,20.0,Hotspot robusto integral,BOSA,False,False,False,True,True,Emergente,True,6.0,CONDUCTOR,58.3,16.7,0.0,8.3,16.7,100.0,4027.8,AUTOMOVIL,36.4,27.3,0.0,9.1,27.3,100.0,2892.6,SEMÁFORO EN ROJO,85.7,SUBIRSE AL ANDEN O VIAS PEATONALES,7.1,ADELANTAR CERRANDO,7.1,100.0,7449.0,109.0,91.52791235000372,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.604,-74.18,318.0,89.46117921774665,48.0,2.0,96.0,Hotspot preventivo prioritario,BOSA,112.0,91.50182604158904,15.0,2.0,35.0,Hotspot robusto integral,BOSA,False,False,True,True,True,Emergente,True,15.0,CONDUCTOR,75.0,7.5,15.0,0.0,2.5,100.0,5912.5,AUTOMOVIL,38.2,17.6,17.6,2.9,5.9,100.0,2301.0,NO MANTENER DISTANCIA DE SEGURIDAD,46.2,ADELANTAR CERRANDO,23.1,TRANSITAR ENTRE VEHICULOS,11.5,100.0,2988.2,112.0,91.50182604158904,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.643,-74.066,732.0,85.98423817863399,30.0,2.0,58.0,Seguimiento,CHAPINERO,112.0,91.50182604158904,15.0,2.0,35.0,Hotspot robusto integral,CHAPINERO,False,False,False,True,True,Emergente,True,15.0,CONDUCTOR,72.7,12.1,9.1,6.1,0.0,100.0,5555.6,AUTOMOVIL,39.3,21.4,7.1,14.3,0.0,100.0,2398.0,NO MANTENER DISTANCIA DE SEGURIDAD,45.0,OTRA,20.0,VEHICULO MAL ESTACIONADO,15.0,93.3,2800.0,112.0,91.50182604158904,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.595,-74.141,2430.0,74.92761237594863,52.0,0.0,80.0,Seguimiento,TUNJUELITO,115.0,91.48393828724753,21.0,3.0,43.0,Hotspot robusto integral,TUNJUELITO,False,False,False,True,True,Emergente,True,21.0,CONDUCTOR,61.2,12.2,10.2,12.2,4.1,100.0,4169.1,AUTOMOVIL,29.7,13.5,18.9,5.4,8.1,100.0,1702.0,EXCESO DE VELOCIDAD,17.6,DESOBEDECER SEÑALES,14.7,FRENAR BRUSCAMENTE,11.8,100.0,1159.2,115.0,91.48393828724753,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.566,-74.103,1147.0,80.99182720373612,46.0,0.0,98.0,Seguimiento,SAN CRISTOBAL,119.0,91.3542520682716,13.0,1.0,33.0,Hotspot robusto integral,RAFAEL URIBE URIBE,False,False,False,True,True,Emergente,True,13.0,CONDUCTOR,63.3,13.3,10.0,0.0,13.3,100.0,4466.7,AUTOMOVIL,37.0,18.5,3.7,22.2,18.5,100.0,2565.2,ADELANTAR CERRANDO,21.7,SEMÁFORO EN ROJO,21.7,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG,13.0,100.0,1531.2,119.0,91.3542520682716,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.563,-74.142,3729.0,70.2533566841798,10.0,0.0,22.0,Seguimiento,CIUDAD BOLIVAR,122.0,91.28940895878364,11.0,2.0,29.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,68.2,13.6,9.1,9.1,0.0,81.8,5000.0,MOTOCICLETA,16.7,27.8,11.1,22.2,0.0,81.8,1913.6,ADELANTAR CERRANDO,18.8,OTRA,18.8,ADELANTAR INVADIENDO VIA,18.8,81.8,1640.6,122.0,91.28940895878364,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.637,-74.118,4406.0,68.23701109165208,24.0,0.0,32.0,Seguimiento,PUENTE ARANDA,123.0,91.28121040471044,20.0,2.0,42.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,20.0,CONDUCTOR,75.0,13.6,11.4,0.0,0.0,100.0,5940.1,AUTOMOVIL,26.3,18.4,18.4,15.8,0.0,95.0,1828.3,NO MANTENER DISTANCIA DE SEGURIDAD,27.6,ADELANTAR CERRANDO,24.1,OTRA,20.7,100.0,2009.5,123.0,91.28121040471044,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.704,-74.134,1318.0,79.54640980735552,20.0,2.0,32.0,Seguimiento,ENGATIVA,124.0,91.258105388686,14.0,1.0,34.0,Hotspot robusto integral,ENGATIVA,False,False,False,True,True,Emergente,True,14.0,CONDUCTOR,71.0,3.2,12.9,6.5,6.5,100.0,5296.6,AUTOMOVIL,52.0,4.0,4.0,24.0,12.0,100.0,3472.0,DESOBEDECER SEÑALES,60.0,EMBRIAGUEZ O DROGA,10.0,OTRA,10.0,92.9,3900.0,124.0,91.258105388686,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.616,-74.093,394.0,88.78867483946294,72.0,2.0,132.0,Hotspot preventivo prioritario,PUENTE ARANDA,126.0,91.2379816650518,16.0,2.0,36.0,Hotspot robusto integral,PUENTE ARANDA,False,False,True,True,True,Emergente,True,16.0,CONDUCTOR,76.3,10.5,10.5,2.6,0.0,100.0,6052.6,AUTOMOVIL,33.3,18.2,24.2,15.2,0.0,100.0,2304.9,NO MANTENER DISTANCIA DE SEGURIDAD,32.0,ADELANTAR CERRANDO,28.0,OTRA,16.0,100.0,2288.0,126.0,91.2379816650518,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.605,-74.065,4405.0,68.23701109165208,24.0,0.0,32.0,Seguimiento,SANTA FE,126.0,91.2379816650518,16.0,2.0,36.0,Hotspot robusto integral,SANTA FE,False,False,False,True,True,Emergente,True,16.0,CONDUCTOR,75.8,18.2,3.0,0.0,3.0,100.0,6088.2,AUTOMOVIL,37.5,31.2,15.6,3.1,6.2,100.0,2714.8,NO MANTENER DISTANCIA DE SEGURIDAD,45.8,OTRA,20.8,ADELANTAR CERRANDO,12.5,100.0,2881.9,126.0,91.2379816650518,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.594,-74.127,1474.0,78.43315820198482,36.0,0.0,72.0,Seguimiento,PUENTE ARANDA,128.0,91.21636729522248,20.0,1.0,44.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,20.0,CONDUCTOR,64.3,16.7,4.8,2.4,11.9,100.0,4580.5,AUTOMOVIL,25.6,20.5,10.3,5.1,17.9,100.0,1650.2,NO MANTENER DISTANCIA DE SEGURIDAD,32.1,DESOBEDECER SEÑALES,28.6,OTRA,17.9,100.0,2346.9,128.0,91.21636729522248,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.742,-74.098,102.0,92.28604786923526,96.0,2.0,196.0,Hotspot preventivo prioritario,SUBA,131.0,91.08891704553923,30.0,2.0,60.0,Hotspot robusto integral,SUBA,False,True,True,True,True,Persistente,True,30.0,CONDUCTOR,73.0,14.3,0.0,9.5,3.2,100.0,5636.2,AUTOMOVIL,46.4,23.2,8.9,8.9,7.1,100.0,2914.5,NO MANTENER DISTANCIA DE SEGURIDAD,25.5,OTRA,23.4,SEMÁFORO EN ROJO,19.1,100.0,1751.9,131.0,91.08891704553923,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.594,-74.13,1587.0,77.88091068301226,24.0,0.0,52.0,Seguimiento,PUENTE ARANDA,133.0,91.05910412163674,18.0,1.0,40.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,18.0,CONDUCTOR,65.8,15.8,5.3,5.3,7.9,100.0,4695.3,MOTOCICLETA,17.6,32.4,17.6,5.9,14.7,100.0,1972.3,ADELANTAR CERRANDO,27.3,OTRA,27.3,SUPERFICIE LISA,18.2,83.3,2190.1,133.0,91.05910412163674,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.567,-74.144,422.0,88.54991243432575,98.0,2.0,170.0,Hotspot preventivo prioritario,CIUDAD BOLIVAR,137.0,90.9890437504658,18.0,2.0,38.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,True,True,True,Emergente,True,18.0,CONDUCTOR,76.3,5.3,0.0,15.8,2.6,100.0,6108.0,AUTOMOVIL,28.6,14.3,17.9,21.4,7.1,88.9,1964.3,NO MANTENER DISTANCIA DE SEGURIDAD,32.1,SEMÁFORO EN ROJO,28.6,OTRA,17.9,88.9,2321.4,137.0,90.9890437504658,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.592,-74.107,274.0,89.99065966141274,56.0,2.0,112.0,Hotspot preventivo prioritario,ANTONIO NARIÑO,139.0,90.96668405753894,15.0,1.0,35.0,Hotspot robusto integral,ANTONIO NARIÑO,False,False,True,True,True,Emergente,True,15.0,CONDUCTOR,61.9,9.5,19.0,9.5,0.0,100.0,4376.4,AUTOMOVIL,80.0,20.0,0.0,0.0,0.0,100.0,6800.0,SEMÁFORO EN ROJO,18.2,TRANSITAR EN CONTRAVIA,18.2,OTRA,18.2,86.7,1460.1,139.0,90.96668405753894,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.59,-74.071,3931.0,69.99007589025102,22.0,0.0,34.0,Seguimiento,CANDELARIA,139.0,90.96668405753894,15.0,1.0,35.0,Hotspot robusto integral,CANDELARIA,False,False,False,True,True,Emergente,True,15.0,CONDUCTOR,64.5,9.7,9.7,16.1,0.0,100.0,4609.8,AUTOMOVIL,47.8,17.4,13.0,4.3,0.0,100.0,2892.2,SEMÁFORO EN ROJO,27.3,SUBIRSE AL ANDEN O VIAS PEATONALES,13.6,EMBRIAGUEZ O DROGA,13.6,93.3,1363.6,139.0,90.96668405753894,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.605,-74.195,3625.0,70.43140688849971,14.0,0.0,34.0,Seguimiento,BOSA,139.0,90.96668405753894,15.0,1.0,35.0,Hotspot robusto integral,BOSA,False,False,False,True,True,Emergente,True,15.0,CONDUCTOR,59.5,16.7,23.8,0.0,0.0,100.0,4387.8,AUTOMOVIL,53.1,28.1,18.8,0.0,0.0,100.0,3964.8,DESOBEDECER SEÑALES,55.6,OTRA,29.6,NO MANTENER DISTANCIA DE SEGURIDAD,7.4,100.0,4046.6,139.0,90.96668405753894,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.611,-74.175,3735.0,70.2533566841798,10.0,0.0,22.0,Seguimiento,KENNEDY,143.0,90.89066110158754,5.0,2.0,19.0,Hotspot de severidad/fatalidad,KENNEDY,False,False,False,True,True,Emergente,True,5.0,CONDUCTOR,35.7,14.3,35.7,14.3,0.0,100.0,2959.2,MOTOCICLETA,0.0,57.1,0.0,14.3,0.0,100.0,4285.7,NO MANTENER DISTANCIA DE SEGURIDAD,42.9,TRANSITAR EN CONTRAVIA,42.9,OTRA,14.3,100.0,3877.6,143.0,90.89066110158754,Hotspot de severidad/fatalidad,VELOCIDAD/DISTANCIA
4.608,-74.075,1361.0,79.302393461763,74.0,0.0,138.0,Seguimiento,SANTA FE,143.0,90.89066110158754,5.0,2.0,19.0,Hotspot de severidad/fatalidad,SANTA FE,False,False,False,True,True,Emergente,True,5.0,CONDUCTOR,56.2,18.8,12.5,12.5,0.0,100.0,3828.1,MOTOCICLETA,8.3,41.7,0.0,16.7,0.0,100.0,3194.4,TRANSITAR ENTRE VEHICULOS,37.5,SEMÁFORO EN ROJO,37.5,PASAR SEMAFORO EN ROJO,12.5,100.0,3125.0,143.0,90.89066110158754,Hotspot de severidad/fatalidad,MANIOBRA_PELIGROSA
4.589,-74.167,12035.0,40.75131348511383,2.0,0.0,6.0,Seguimiento,CIUDAD BOLIVAR,146.0,90.87649996273385,7.0,2.0,21.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,False,True,True,Emergente,True,7.0,CONDUCTOR,57.1,21.4,0.0,21.4,0.0,100.0,4183.7,MOTOCICLETA,10.0,40.0,20.0,10.0,0.0,85.7,2400.0,DESOBEDECER SEÑALES,33.3,CRUZAR SIN OBSERVAR,16.7,OTRA,16.7,85.7,2222.2,146.0,90.87649996273385,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.682,-74.134,1538.0,78.01459427904261,76.0,0.0,128.0,Seguimiento,FONTIBON,149.0,90.77215472907506,12.0,1.0,30.0,Hotspot robusto integral,FONTIBON,False,False,False,True,True,Emergente,True,12.0,CONDUCTOR,52.8,2.8,38.9,0.0,5.6,100.0,4336.4,AUTOMOVIL,45.5,9.1,9.1,4.5,9.1,100.0,2520.7,NO MANTENER DISTANCIA DE SEGURIDAD,22.2,CONDUCIR VEHICULO SIN ADAPTACIONES,22.2,SEMÁFORO EN ROJO,22.2,100.0,1851.9,149.0,90.77215472907506,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.566,-74.146,4327.0,68.3555166374781,14.0,0.0,30.0,Seguimiento,CIUDAD BOLIVAR,149.0,90.77215472907506,12.0,1.0,30.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,False,True,True,Emergente,True,12.0,CONDUCTOR,48.5,15.2,33.3,3.0,0.0,100.0,3700.6,AUTOMOVIL,47.6,33.3,0.0,0.0,0.0,100.0,3605.4,DESOBEDECER SEÑALES,59.1,OTRA,27.3,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS,4.5,100.0,4297.5,149.0,90.77215472907506,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.622,-74.104,2809.0,73.62872154115585,30.0,0.0,50.0,Seguimiento,PUENTE ARANDA,151.0,90.75426697473354,11.0,1.0,29.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,69.6,17.4,8.7,0.0,4.3,100.0,5236.3,MOTOCICLETA,26.3,31.6,26.3,0.0,10.5,100.0,2520.8,SEMÁFORO EN ROJO,48.0,DESOBEDECER SEÑALES,24.0,TRANSITAR EN CONTRAVIA,12.0,100.0,3088.0,151.0,90.75426697473354,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.662,-74.134,870.0,84.78692352597783,44.0,2.0,72.0,Seguimiento,FONTIBON,151.0,90.75426697473354,11.0,1.0,29.0,Hotspot robusto integral,FONTIBON,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,69.0,10.3,17.2,0.0,3.4,100.0,5172.4,AUTOMOVIL,37.5,16.7,16.7,0.0,8.3,100.0,2187.5,NO MANTENER DISTANCIA DE SEGURIDAD,35.0,OTRA,30.0,ADELANTAR CERRANDO,15.0,100.0,2600.0,151.0,90.75426697473354,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.589,-74.1,1447.0,78.7098657326328,30.0,0.0,62.0,Seguimiento,ANTONIO NARIÑO,153.0,90.73488857419692,14.0,2.0,32.0,Hotspot robusto integral,ANTONIO NARIÑO,False,False,False,True,True,Emergente,True,14.0,CONDUCTOR,76.7,3.3,0.0,13.3,6.7,100.0,6111.1,AUTOMOVIL,58.3,8.3,0.0,4.2,12.5,100.0,3784.7,ADELANTAR CERRANDO,43.5,OTRA,26.1,DESOBEDECER SEÑALES,13.0,100.0,2930.1,153.0,90.73488857419692,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.614,-74.14,301.0,89.69001751313485,88.0,2.0,168.0,Hotspot preventivo prioritario,KENNEDY,158.0,90.64470447939182,82.0,2.0,156.0,Hotspot robusto integral,KENNEDY,False,False,True,True,True,Emergente,True,82.0,CONDUCTOR,76.2,9.7,11.4,0.0,2.7,100.0,6039.7,AUTOMOVIL,32.9,18.0,14.9,7.5,3.7,98.8,1832.9,NO MANTENER DISTANCIA DE SEGURIDAD,33.9,OTRA,18.1,SEMÁFORO EN ROJO,13.4,100.0,1793.7,158.0,90.64470447939182,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.643,-74.059,3788.0,70.10683012259193,24.0,0.0,36.0,Seguimiento,CHAPINERO,159.0,90.59029589326974,11.0,2.0,27.0,Hotspot robusto integral,CHAPINERO,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,68.2,18.2,9.1,0.0,4.5,100.0,5082.6,AUTOMOVIL,38.9,38.9,16.7,0.0,5.6,100.0,3333.3,SEMÁFORO EN ROJO,31.6,OTRA,26.3,ADELANTAR POR LA DERECHA,15.8,100.0,2243.8,159.0,90.59029589326974,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.623,-74.106,2092.0,75.7466433158202,90.0,0.0,134.0,Seguimiento,PUENTE ARANDA,159.0,90.59029589326974,11.0,2.0,27.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,73.9,17.4,0.0,4.3,4.3,100.0,5803.4,AUTOMOVIL,40.9,18.2,0.0,0.0,9.1,100.0,2603.3,ADELANTAR CERRANDO,19.4,SEMÁFORO EN ROJO,19.4,NO MANTENER DISTANCIA DE SEGURIDAD,16.1,90.9,1550.5,159.0,90.59029589326974,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.765,-74.045,5274.0,65.02685347343842,12.0,0.0,24.0,Seguimiento,SUBA,159.0,90.59029589326974,11.0,2.0,27.0,Hotspot robusto integral,SUBA,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,73.1,11.5,15.4,0.0,0.0,100.0,5710.1,MOTOCICLETA,22.7,27.3,9.1,18.2,0.0,100.0,1859.5,NO MANTENER DISTANCIA DE SEGURIDAD,28.6,OTRA,28.6,DESOBEDECER SEÑALES,23.8,100.0,2426.3,159.0,90.59029589326974,Hotspot robusto integral,VELOCIDAD/DISTANCIA
