lat_grid,lon_grid,cantidad_siniestros,criticidad_total,severidad_promedio,siniestros_con_muertos,localidad_modal,anios_activos,score_volumen,score_criticidad_total,score_severidad_promedio,score_fatalidad,score_persistencia,IPI,rank_IPI,familia_analitica
4.564,-74.125,24,60,2.5,2,RAFAEL URIBE URIBE,2,0.9722739807706641,0.9856525303719162,0.7423418051725423,0.9871431765670418,1.0,93.74822985764328,27,Hotspot robusto integral
4.73,-74.101,29,69,2.3793103448275863,2,SUBA,2,0.9814787210255645,0.9899008720280241,0.7246776477603041,0.9871431765670418,1.0,93.66400834761869,28,Hotspot robusto integral
4.625,-74.152,7,25,3.5714285714285716,2,KENNEDY,2,0.7936573004397406,0.9138779160766192,0.9878884996646046,0.9871431765670418,1.0,93.65133785496012,29,Hotspot robusto integral
4.602,-74.092,7,25,3.5714285714285716,2,LOS MARTIRES,2,0.7936573004397406,0.9138779160766192,0.9878884996646046,0.9871431765670418,1.0,93.65133785496012,29,Hotspot robusto integral
4.568,-74.126,20,52,2.6,2,RAFAEL URIBE URIBE,2,0.9585600357755086,0.9805470671536111,0.7553849593798911,0.9871431765670418,1.0,93.63270477752104,31,Hotspot robusto integral
4.57,-74.095,27,69,2.5555555555555554,1,SAN CRISTOBAL,2,0.9782738317060445,0.9899008720280241,0.7501676976969516,0.9603860773645375,1.0,93.57456957591114,32,Hotspot robusto integral
4.666,-74.093,57,129,2.263157894736842,3,BARRIOS UNIDOS,2,0.995453529104867,0.998658418424387,0.6821942311992248,0.9980621599463367,1.0,93.48736677349632,33,Hotspot robusto integral
4.551,-74.137,25,63,2.52,1,CIUDAD BOLIVAR,2,0.974659014682865,0.987478571960945,0.7486770515018261,0.9603860773645375,1.0,93.42401431020348,34,Hotspot robusto integral
4.608,-74.141,19,49,2.5789473684210527,2,KENNEDY,2,0.9542744279645227,0.9780129686218976,0.7514347469628084,0.9871431765670418,1.0,93.41730640232541,35,Hotspot robusto integral
4.617,-74.186,10,30,3.0,2,BOSA,2,0.866326302452113,0.9378027875083849,0.8777297458448238,0.9871431765670418,1.0,93.38004024744727,36,Hotspot robusto integral
4.7,-74.132,10,30,3.0,2,FONTIBON,2,0.866326302452113,0.9378027875083849,0.8777297458448238,0.9871431765670418,1.0,93.38004024744727,36,Hotspot robusto integral
4.624,-74.19,7,23,3.2857142857142856,2,BOSA,2,0.7936573004397406,0.9000149064619513,0.9858388611463069,0.9871431765670418,1.0,93.3330848923008,38,Hotspot robusto integral
4.562,-74.144,7,23,3.2857142857142856,2,CIUDAD BOLIVAR,2,0.7936573004397406,0.9000149064619513,0.9858388611463069,0.9871431765670418,1.0,93.3330848923008,38,Hotspot robusto integral
4.717,-74.093,70,154,2.2,4,SUBA,2,0.9976894983975554,0.9993292092121935,0.6691883431467541,0.9992546769024372,1.0,93.3092345531788,40,Hotspot robusto integral
4.647,-74.065,27,67,2.4814814814814814,1,CHAPINERO,2,0.9782738317060445,0.9892300812402176,0.7359692926883804,0.9603860773645375,1.0,93.2771856599836,41,Hotspot robusto integral
4.606,-74.119,15,43,2.8666666666666667,2,PUENTE ARANDA,2,0.9300514272937318,0.9711559961243199,0.7700678244018783,0.9871431765670418,1.0,93.16836848773944,42,Hotspot robusto integral
4.614,-74.171,22,52,2.3636363636363638,2,KENNEDY,2,0.9660877990608929,0.9805470671536111,0.7236714615785943,0.9871431765670418,1.0,93.1489900872028,43,Hotspot robusto integral
4.638,-74.063,16,42,2.625,2,CHAPINERO,2,0.9379518521278974,0.9694044868450473,0.7594842364164865,0.9871431765670418,1.0,93.07967503912946,44,Hotspot robusto integral
4.568,-74.094,17,43,2.5294117647058822,2,SAN CRISTOBAL,2,0.9444734292315718,0.9711559961243199,0.7489006484310948,0.9871431765670418,1.0,93.03346500708058,45,Hotspot robusto integral
4.581,-74.102,34,78,2.2941176470588234,2,ANTONIO NARIÑO,2,0.9860624580755758,0.9925840351792502,0.684914660505329,0.9871431765670418,1.0,93.01408660654393,46,Hotspot robusto integral
4.676,-74.122,6,24,4.0,3,FONTIBON,2,0.7527017962286652,0.9071327420436759,0.9918759782365656,0.9980621599463367,1.0,92.99545352910486,47,Hotspot robusto integral
4.544,-74.121,37,83,2.2432432432432434,2,USME,2,0.9881493627487515,0.9936647536707163,0.6783930834016546,0.9871431765670418,1.0,92.94700752776329,48,Hotspot robusto integral
4.638,-74.172,24,58,2.4166666666666665,1,KENNEDY,2,0.9722739807706641,0.9843854811060595,0.728143400163971,0.9603860773645375,1.0,92.90377878810465,49,Hotspot robusto integral
4.553,-74.139,10,30,3.0,1,CIUDAD BOLIVAR,2,0.866326302452113,0.9378027875083849,0.8777297458448238,0.9603860773645375,1.0,92.84489826339717,50,Hotspot robusto integral
